title,original_title,date,duration,categories,countries,star_rating,notes,reviews,directors,actors,composers,summary,url_thumbnail,url_reviews,url_similar_movies
Nell,Nell,22 février 1995,1h 53min,Drame,U.S.A.,"3,6",934,65,Michael Apted,"Jodie Foster,Liam Neeson,Natasha Richardson,Richard Libertini,Nick Searcy,Robin Mullins,Jeremy Davies,O'Neal Compton,Sean Bridgers,Joe Inscoe",Mark Isham,"Dans les forêts de Caroline du Nord, une vieille femme vivant en ermite décède. Le shérif Todd Peterson et le médecin local Jerome Lovell découvrent que la défunte a laissé une fil",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/71/49/56/19209393.jpg,https://www.allocine.fr/film/fichefilm-43375/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-43375/similaire/
Highlander III,Highlander III: The Sorcerer,18 janvier 1995,1h 40min,"Action,Fantastique","Canada,U.S.A.,France","1,3",1400,71,Andrew Morahan,"Christopher Lambert,Mario Van Peebles,Deborah Kara Unger,Mako,Martin Neufeld,Raoul Max Trujillo,Jean-Pierre Perusse,Louis Bertignac,Michael Jayston",J. Peter Robinson,"Dans le Japon féodal, l'Immortel Connor McLeod est à la recherche d'un maître afin d'apprendre l'art de la magie. Il est poursuivi par Kane, un homme lui aussi immortel mais aux de",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/71/25/13/19178608.jpg,https://www.allocine.fr/film/fichefilm-29572/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-29572/similaire/
Un Indien dans la ville,Un Indien dans la ville,14 décembre 1994,1h 30min,Comédie,France,"2,9",24386,239,Hervé Palud,"Thierry Lhermitte,Patrick Timsit,Arielle Dombasle,Miou-Miou,Tolsty,Jackie Berroyer,Sonia Vollereaux,Marc de Jonge,Philippe Bruneau,Dominique Besnehard,Louba Guertchikoff,Chick Ortega,Cheik Doukouré,Louis Becker","Manu Katché,Geoffrey Oryema,Tonton David","Sur le point d'épouser la belle Charlotte, Stéphane Marchado part à la recherche de sa première femme, partie depuis treize ans dans une tribu d'Amazonie pour régulariser son divor",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/images/affiches/030139.jpg,https://www.allocine.fr/film/fichefilm-11027/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11027/similaire/
Chungking Express,Chung Hing sam lam,22 mars 1995,1h 37min,"Comédie,Policier,Drame","Chine,Hong-Kong","4,0",1778,91,Wong Kar-Wai,"Brigitte Lin Ching-hsia,Tony Leung Chiu-Wai,Faye Wong,Takeshi Kaneshiro,Valerie Chow,Lee-na Kwan,Vickie Eng,Lynne Langdon","Frankie Chan,Roel A. Garcia","Deux flics sont lâchés par leur petite amie. L’un se promet de tomber amoureux de la première femme qui entrera dans un bar a Chungking House, où il noie son chagrin. L’autre, pass",https://fr.web.img3.acsta.net/c_310_420/pictures/23/10/05/12/27/2271992.jpg,https://www.allocine.fr/film/fichefilm-11886/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11886/similaire/
Dumb and Dumber,Dumb and Dumber,14 juin 1995,1h 46min,Comédie,U.S.A.,"3,0",14739,394,"Peter Farrelly,Bobby Farrelly","Jim Carrey,Jeff Daniels,Brady Bluhm,Cam Neely,Lauren Holly,Teri Garr,Mike Starr,Karen Duffy,Charles Rocket,Harland Williams,Felton Perry,Victoria Rowell,Zen Gesner,Lin Shaye,Joe Baker",Todd Rundgren,"Après un malentendu à l'aéroport, deux amis, Lloyd et Harry, spécialistes de l'élevages de lombrics, partent à la recherche de Mary qui semble y avoir oubliée sa valise. Mais, ils ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/70/93/55/19754569.jpg,https://www.allocine.fr/film/fichefilm-12685/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-12685/similaire/
Chungking Express,Chung Hing sam lam,22 mars 1995,1h 37min,"Comédie,Policier,Drame","Chine,Hong-Kong","4,0",1778,91,Wong Kar-Wai,"Brigitte Lin Ching-hsia,Tony Leung Chiu-Wai,Faye Wong,Takeshi Kaneshiro,Valerie Chow,Lee-na Kwan,Vickie Eng,Lynne Langdon","Frankie Chan,Roel A. Garcia","Deux flics sont lâchés par leur petite amie. L’un se promet de tomber amoureux de la première femme qui entrera dans un bar a Chungking House, où il noie son chagrin. L’autre, pass",https://fr.web.img3.acsta.net/c_310_420/pictures/23/10/05/12/27/2271992.jpg,https://www.allocine.fr/film/fichefilm-11886/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11886/similaire/
"Stargate, la porte des étoiles",Stargate,1 février 1995,1h 59min,"Action,Aventure,Science Fiction","France,U.S.A.","3,7",21263,366,Roland Emmerich,"Kurt Russell,James Spader,Viveca Lindfors,Jaye Davidson,Alexis Cruz,Mili Avital,Leon Rippy,John Diehl,Erick Avari,Carlos Lauchu,Djimon Hounsou,French Stewart,Rae Allen,Erik Holland,David Pressman,Jack Moore (II),Derek Webster,Christopher John Fields,Richard Kind,John Storey,Nick Wilder",David Arnold,"En 1994, Daniel Jackson, jeune égyptologue de génie, résout enfin l'énigme du gigantesque anneau de pierre et d'acier découvert en 1928 sur le site de la grande pyramide de Gizeh. ",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/11/06/19853864.jpg,https://www.allocine.fr/film/fichefilm-11478/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11478/similaire/
Wyatt Earp,Wyatt Earp,31 août 1994,3h 10min,Western,U.S.A.,"3,3",1257,93,Lawrence Kasdan,"Kevin Costner,Dennis Quaid,Gene Hackman,Jeff Fahey,Linden Ashby,Michael Madsen,Mark Harmon,Bill Pullman,Jim Caviezel,Adam Baldwin,Tea Leoni,Norman Howell,Tom Sizemore,Joanna Going,Catherine O'Hara,JoBeth Williams,Mare Winningham,James Gammon,Annabeth Gish,Betty Buckley,David Andrews,Rex Linn,Alison Elliott,Hugh Ross,Todd Allen,Martin Kove,Gabriel Folse,Kris Kamm",James Newton Howard,"Lesté des meilleures valeurs morales, le jeune Wyatt Earp étudie le droit, épouse son amour de jeunesse, Urilla, et compte bien fonder benoîtement une famille dans le Missouri. La ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/22/71/18463494.jpg,https://www.allocine.fr/film/fichefilm-2935/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-2935/similaire/
Le Péril jeune,Le Péril jeune,11 janvier 1995,1h 41min,"Comédie,Drame,Romance",France,"3,7",9338,262,Cédric Klapisch,"Romain Duris,Vincent Elbaz,Nicolas Koretzky,Julien Lambroschini,Joachim Lombard,Julie-Anne Roth,Hélène de Fougerolles,Élodie Bouchez,Lisa Faulkner,Jacques Marchand,Nathalie Krebs,François Toumarkine,Hélène Medigue,Alain Guillo,Laurence Roy,Fred Ulysse,Jackie Berroyer,Marina Tomé,Eric Barbier,Antoine Chappey,Zinedine Soualem,Jean-Michel Dagory,Caroline Proust,Serge Malik,Santiago Amigorena",,"Quelques jeunes hommes se retrouvent plusieurs années après avoir quitté le lycée. Ils assistent pendant son accouchement la compagne de leur meilleur ami, mort une semaine auparav",https://fr.web.img6.acsta.net/c_310_420/pictures/23/10/19/13/53/0225484.jpg,https://www.allocine.fr/film/fichefilm-9204/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-9204/similaire/
Richie Rich,Ri¢hie Ri¢h,21 juin 1995,1h 34min,"Aventure,Comédie",U.S.A.,"2,9",439,32,Donald Petrie,"Macaulay Culkin,John Larroquette,Edward Herrmann,Jonathan Hyde,Christine Ebersole,Stephi Lineburg,Chelcie Ross,Joël Robinson,Mariangela Pino,Rachel Stephens,Rory Culkin",Alan Silvestri,"Comment Richie, l'enfant le plus riche et le meilleur du monde, va à l'aide de son précepteur et de ses copains enfants de syndicalistes, empêcher l'affreux Van Dough, associé de s",https://fr.web.img3.acsta.net/c_310_420/pictures/210/229/21022915_20130726141340014.jpg,https://www.allocine.fr/film/fichefilm-12696/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-12696/similaire/
"Ace Ventura, détective chiens et chats",Ace Ventura: Pet Detective,29 mars 1995,1h 30min,Comédie,U.S.A.,"2,9",10451,293,Tom Shadyac,"Jim Carrey,Courteney Cox,Sean Young,Tone Loc,Dan Marino,Noble Willingham,Udo Kier,Troy Evans,Raynor Scheine,Frank Adonis,Tiny Ron,David Margulies,John Capodice,Judy Clayton,Bill Zuckert,Alice Drummond,Randall 'Tex' Cobb,Terry Miller,Rebecca Ferratti,Will Knickerbocker,Antoni Corone,John Archie",Ira Newborn,"Ace Ventura, un jeune homme décontracté à la banane arrogante et à la démarche élastique, est le Sherlock Holmes de la gent canine. Le voici à nouveau sur les dents quand le dauphi",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/images/affiches/031728.jpg,https://www.allocine.fr/film/fichefilm-11944/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11944/similaire/
Tueurs nés,Natural Born Killers,21 septembre 1994,1h 58min,"Action,Policier,Judiciaire",U.S.A.,"3,6",13793,499,Oliver Stone,"Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore,Richard Lineback,Rodney Dangerfield,Maria Pitillo,Josh Richman,Steven Wright,Phil Neilson,Peter Crombie,Marshall Bell,Louis Lombardi,Ashley Judd,David Paul,Peter Paul,Paul Dillon,James Gammon,Mark Harmon,Arliss Howard,Denis Leary,Kathy Long,Michael Thomas,Rachel Ticotin,Edie McClurg","Trent Reznor,Brent Lewis","Un couple de tueurs, Mickey et Mallory, se servent des médias jusqu'à devenir des stars de l'actualité.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/55/80/18464079.jpg,https://www.allocine.fr/film/fichefilm-37178/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-37178/similaire/
Richard au pays des livres magiques,The Pagemaster,15 février 1995,1h 20min,"Aventure,Animation,Comédie,Famille,Fantastique",U.S.A.,"3,2",835,51,"Joe Johnston,Maurice Hunt","Macaulay Culkin,Christopher Lloyd,Ed Begley Jr.,Mel Harris",James Horner,"Le jeune Richard Tyler, est le garçon le plus peureux du monde et surtout la risée de son entourage. Un jour, alors qu'il allait faire des courses, une tempête éclate. Effrayé, l'e",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/01/48/19120084.jpg,https://www.allocine.fr/film/fichefilm-11617/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11617/similaire/
Gazon maudit,Gazon maudit,8 février 1995,1h 45min,Comédie,France,"3,1",15321,198,Josiane Balasko,"Josiane Balasko,Alain Chabat,Ticky Holgado,Victoria Abril,Catherine Hiegel,Catherine Samie,Catherine Lachens,Michèle Bernier,Katrine Boorman,Véronique Barrault,Sylvie Audcoeur,Miguel Bosé",Manuel Malou,"Laurent et Loli forment un couple heureux qui vit bourgeoisement dans une petite ville du Sud. Mais un jour Marijo tombe en panne avec son camping-car, juste devant leur maison. La",https://fr.web.img4.acsta.net/c_310_420/pictures/14/07/04/14/42/534104.jpg,https://www.allocine.fr/film/fichefilm-11550/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11550/similaire/
True Lies,True Lies,12 octobre 1994,2h 24min,"Action,Comédie,Thriller",U.S.A.,"3,4",11294,363,James Cameron,"Arnold Schwarzenegger,Jamie Lee Curtis,Bill Paxton,Tom Arnold,Tia Carrere,Eliza Dushku,Charlton Heston,Art Malik,Grant Heslov,Marshall Manesh,Charles A. Tamburro,Charlie Picerni,Gino Salvano,John Bruno,Jane Morris,Katsy Chappell,Mike Akrawi",Brad Fiedel,Comment un agent secret va reconquérir sa femme qui ignore tout des activités secrètes de son époux et le trouve bien fade en Monsieur-tout-le-monde...,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/64/75/73/19224329.jpg,https://www.allocine.fr/film/fichefilm-10644/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-10644/similaire/
Wolf,Wolf,14 septembre 1994,2h 15min,"Drame,Fantastique,Epouvante-horreur",U.S.A.,"3,1",2387,112,Mike Nichols,"Jack Nicholson,Michelle Pfeiffer,James Spader,Christopher Plummer,Richard Jenkins,Kate Nelligan,Ron Rifkin,Om Puri,Brian Markinson,Eileen Atkins,David Hyde Pierce,Prunella Scales,Peter Gerety,Stewart J. Zully,Bradford English,David Schwimmer",Ennio Morricone,"Lorsque, par une nuit de pleine lune, l'editeur new-yorkais Will Randall se fait mordre par un loup qu'il a renverse en voiture, il ignore que cet accident va changer le cours de s",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/65/11/39/18870908.jpg,https://www.allocine.fr/film/fichefilm-10544/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-10544/similaire/
Grosse fatigue,Grosse fatigue,18 mai 1994,1h 27min,Comédie,France,"2,8",2037,130,Michel Blanc,"Michel Blanc,Philippe Noiret,Marie-Anne Chazel,Charlotte Gainsbourg,Josiane Balasko,Gérard Jugnot,Thierry Lhermitte,Roman Polanski,Mathilda May,David Hallyday,Estelle Lefebure,Carole Bouquet,Christian Clavier,Bernard Farcy,Margot Capelier,Guillaume Durand,Régine,Philippe Du Janerand,François Morel,Jean-Louis Richard,Dominique Besnehard,Gilles Jacob,Raoul Billerey,Jacques Buron,Luc Florian,Fabrice Roux,Philippe Frécon,Cécile Auclert,Jean-Luc Miesch,Vincent Grass",René-Marc Bini,"Quand la célébrité devient un cauchemar pour une vedette qui tout a coup, sans comprendre, recoit gifles et coups de poing à la place des demandes d'autographes...",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/86/36/18431113.jpg,https://www.allocine.fr/film/fichefilm-10076/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-10076/similaire/
Pompoko,Heisei tanuki gassen pompoko,18 janvier 2006,1h 54min,"Animation,Comédie dramatique",Japon,"3,7",6634,184,,,,"Espèce mi-raton laveur mi-blaireau, les Tanukis partageaient aisément leur espace vital avec les paysans. Entrecoupée de batailles entre tribus, leur vie insouciante leur faisait i",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/01/80/18463370.jpg,https://www.allocine.fr/film/fichefilm-32239/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-32239/similaire/
Pompoko,Heisei tanuki gassen pompoko,18 janvier 2006,1h 54min,"Animation,Comédie dramatique",Japon,"3,7",6634,184,,,,"Espèce mi-raton laveur mi-blaireau, les Tanukis partageaient aisément leur espace vital avec les paysans. Entrecoupée de batailles entre tribus, leur vie insouciante leur faisait i",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/36/01/80/18463370.jpg,https://www.allocine.fr/film/fichefilm-32239/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-32239/similaire/
Harcèlement,Disclosure,8 février 1995,2h 07min,"Drame,Erotique,Thriller",U.S.A.,"2,3",1683,83,Barry Levinson,"Donal Logue,Michael Douglas,Demi Moore,Donald Sutherland,Caroline Goodall,Dylan Baker,Roma Maffia,Dennis Miller,Suzie Plakson,Rosemary Forsyth,Nicholas Sadler,Jacqueline Kim",Ennio Morricone,"Cadre s'attendant à une promotion importante, Tom Sanders est surpris qu'on lui préfère Meredith Johnson, son ex-maîtresse à l'ambition certaine. Sanders repousse les avances trop ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/25/09/19041693.jpg,https://www.allocine.fr/film/fichefilm-28245/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-28245/similaire/
Fresh,Fresh,15 juin 1994,1h 55min,Drame,U.S.A.,"3,9",353,31,Boaz Yakin,"Sean Nelson (II),Giancarlo Esposito,Samuel L. Jackson,N'Bushe Wright,F. Murray Abraham,Elizabeth Rodriguez,Ron Brice,Jean-Claude La Marre,José Zuniga,Yul Vazquez,Cheryl Freeman,Curtis L. McClarin,Charles Malik Whitfield,Guillermo Díaz,Anthony Ruiz,Jacinto Taras Riddick",Stewart Copeland,"Fresh, 12 ans, est le garçon à tout faire du quartier. Ecoulant de la drogue pour le compte d'Esteban, il ne mène pourtant pas une vie de gangster et va à l'école tous les jours. D",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/76/37/72/19284814.jpg,https://www.allocine.fr/film/fichefilm-33870/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-33870/similaire/
Junior,Junior,25 janvier 1995,1h 49min,Comédie,U.S.A.,"1,8",1680,78,Ivan Reitman,"Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella,Pamela Reed,Aida Turturro,Lawrence Tierney,James Eckhouse,Megan Cavanagh,Welker White,Merle Kennedy,Judy Collins",James Newton Howard,"Poussé par son associé Larry Arbogast, le docteur Alex Hesse décide de tester son traitement sur les grossesses sans risques sur lui-même. Dérobant un ovule dans un laboratoire, il",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/66/29/49/19681885.jpg,https://www.allocine.fr/film/fichefilm-40024/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-40024/similaire/
Bébé part en vadrouille,Baby's Day Out,26 octobre 1994,1h 39min,"Aventure,Comédie",U.S.A.,"2,6",470,50,Patrick Read Johnson,"Joe Mantegna,Lara Flynn Boyle,Joe Pantoliano,Brian Haley,Fred Dalton Thompson,John Neville,Matthew Glave,Adam Robert Worton,Anna Thomson,Cynthia Nixon",Bruce Broughton,"Bébé Bink est l'héritier d'une riche famille et attire, par conséquent les convoitises. Attirés par une rançon juteuse, trois escrocs kidnappent le bébé. Mais, celui-ci va leur don",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/19/78/19209294.jpg,https://www.allocine.fr/film/fichefilm-46562/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-46562/similaire/
Farinelli,Farinelli,7 décembre 1994,1h 56min,"Comédie dramatique,Drame,Historique,Musical","Italie,France,Belgique","3,0",1019,60,Gérard Corbiau,"Stefano Dionisi,Enrico Lo Verso,Elsa Zylberstein,Caroline Cellier,Marianne Basler,Jacques Boudet,Graham Valentine,Pier Paolo Capponi,Jeroen Krabbé",,"Farinelli est un être tourmenté à la beauté androgyne. Castré en bas age par son frère le compositeur Ricardo Broschi, il devient un chanteur extraordinaire, admiré pour la clarté ",https://fr.web.img6.acsta.net/c_310_420/pictures/23/08/02/10/16/4751891.jpg,https://www.allocine.fr/film/fichefilm-11094/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11094/similaire/
Muriel,Muriel's Wedding,26 octobre 1994,1h 45min,"Comédie,Drame,Romance","France,Australie","3,4",1961,109,P.J. Hogan,"Toni Collette,Bill Hunter,Rachel Griffiths,Sophie Lee,Rosalind Hammond,Gennie Nevinson,Matt Day,Jeanie Drynan,Daniel Lapaine",Peter Best,"Muriel n'a rien pour elle : disgracieuse, empotée, elle vit avec sa famille dans un coin perdu d'Australie en attendant le prince charmant. C'est alors qu'elle rencontre Rhonda, qu",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/74/37/03/19254784.jpg,https://www.allocine.fr/film/fichefilm-21844/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-21844/similaire/
