title,original_title,date,duration,categories,countries,star_rating,notes,reviews,directors,actors,composers,summary,url_thumbnail,url_reviews,url_similar_movies
Le Château de Cagliostro,Rupan sansei: Kariosutoro no shiro,23 janvier 2019,1h 40min,"Aventure,Animation",Japon,"3,9",1598,106,,,,"Bien que séduire les plus jolies femmes du monde soit son passe-temps favori, Edgar, gentleman-cambrioleur, vient de dévaliser avec succès un casino très protégé. C'est alors qu'il",https://fr.web.img4.acsta.net/c_310_420/pictures/19/01/03/14/56/4077374.jpg,https://www.allocine.fr/film/fichefilm-12958/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-12958/similaire/
Le Tambour,Die Blechtrommel,19 septembre 1979,2h 42min,Drame,"Pologne,Allemagne de l'Ouest,France,Yougoslavie","3,6",1237,96,Volker Schlöndorff,"David Bennent,Mario Adorf,Angela Winkler,Charles Aznavour,Katharina Thalbach,Daniel Olbrychski,Tina Engel,Berta Drews,Andréa Ferréol,Heinz Bennent,Ilse Pagé,Käte Jaenicke,Otto Sander,Marek Walczewski,Ernst Jacobi,Wojciech Pszoniak,Henning Schlüter","Maurice Jarre,Friedrich Meyer","A la fin des années 1920, dans la région de Dantzig, Oskar, refusant le monde cruel et surfait des adultes, décide à l'age de trois ans de ne plus grandir.",https://fr.web.img2.acsta.net/c_310_420/pictures/23/06/20/12/02/5636376.jpg,https://www.allocine.fr/film/fichefilm-1153/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-1153/similaire/
Les Guerriers de la nuit,The Warriors,27 août 1980,1h 24min,"Action,Thriller",U.S.A.,"3,4",3013,138,Walter Hill,"Dorsey Wright,Roger Hill,Michael Beck,James Remar,Thomas Waites,Brian Tyler (II),David Harris,Deborah van Valkenburgh,David Patrick Kelly,Lynne Thigpen,Mercedes Ruehl",Barry De Vorzon,"A New York, où une centaine de gangs se partagent les rues, les combats font rage. La bande la plus puissante, les Gramercy Riffs dirigés par Cyrus, désirent unifier les forces et ",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/11/60/19129905.jpg,https://www.allocine.fr/film/fichefilm-37994/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-37994/similaire/
1941,1941,12 mars 1980,1h 58min,"Comédie,Guerre",U.S.A.,"3,0",1407,129,Steven Spielberg,"Dan Aykroyd,Ned Beatty,John Belushi,Lorraine Gary,Murray Hamilton,Christopher Lee,Mickey Rourke,Toshirô Mifune,Robert Stack,Warren Oates,Treat Williams,Nancy Allen,John Candy,Elisha Cook Jr.,Bobby Di Cicco,Slim Pickens,Lionel Stander,Dub Taylor,Samuel Fuller,John Landis,Dick Miller,Andy Tennant,Tim Matheson,Joe Flaherty,Patti LuPone,Penny Marshall,Michael McKean,Frank McRae",John Williams,"En 1941, alors que les Américains décident d'entrer en guerre, un sous-marin japonais fait surface au large de Los Angeles. Face à cette menace, les habitants de Hollywood tentent ",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/66/58/84/18941331.jpg,https://www.allocine.fr/film/fichefilm-2436/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-2436/similaire/
Manhattan,Manhattan,5 décembre 1979,1h 36min,"Comédie dramatique,Romance",U.S.A.,"4,0",7714,261,Woody Allen,"Woody Allen,Diane Keaton,Michael Murphy,Mariel Hemingway,Meryl Streep,Karen Allen,David Rasche,Wallace Shawn,Mark Linn-Baker,Frances Conroy,Karen Ludwig",George Gershwin,"Isaac Davis, auteur de sketches pour la télévision, a bien du mal avec l'écriture de ce qui doit devenir son premier roman. Tourmenté par son manque d'inspiration, l'auteur se remé",https://fr.web.img4.acsta.net/c_310_420/medias/00/33/51/003351_af.jpg,https://www.allocine.fr/film/fichefilm-1617/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-1617/similaire/
Hair,Hair,11 mai 1979,2h 01min,Comédie musicale,"U.S.A.,Allemagne de l'Ouest","3,7",3817,114,Milos Forman,"Janet York,Herman Meckler,Antonia Ray,Agness Breen,Linda Surh,Joe Acord,Harry Gittleson,Charles Deny,Michael Jeter,John Savage,Treat Williams,Beverly D'Angelo,Annie Golden,Richard Bright,Nicholas Ray,Charlotte Rae,Miles Chapin",Galt MacDermot,"Le jeune et naïf Claude, croyant en Dieu, fils d’un fermier patriote de province, visite New York avant d’être incorporé comme militaire et partir pour la guerre du Vietnam. En che",https://fr.web.img6.acsta.net/c_310_420/pictures/17/05/05/15/26/116313.jpg,https://www.allocine.fr/film/fichefilm-208/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-208/similaire/
Le Gendarme et les extraterrestres,Le Gendarme et les extraterrestres,31 janvier 1979,1h 27min,Comédie,France,"2,3",14270,192,Jean Girault,"Louis de Funès,Michel Galabru,Maria Mauban,Guy Grosso,Michel Modo,Maurice Risch,Jean-Pierre Rampal,France Rumilly,Jacques François,Lambert Wilson,Mario David,Jean-Roger Caussimon,Pierre Repp,Marco Perrin,Jeffrey Kime,Carlo Nell,Henri Genès,René Berthier,Percival Russel,Antoine Marin,Micheline Bourday,Fulbert Janin,Marie Pillet,André Badin,Jacqueline Jefford,Jean-Pierre Rambal",Raymond Lefevre,Cruchot et ses compères se retrouvent confrontés à des extraterrestres.,https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/66/26/01/18922889.jpg,https://www.allocine.fr/film/fichefilm-37106/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-37106/similaire/
Moonraker,Moonraker,11 septembre 1979,2h 10min,"Action,Science Fiction,Espionnage",Grande-Bretagne,"3,0",8806,276,Lewis Gilbert,"Roger Moore,Michael Lonsdale,Lois Chiles,Richard Kiel,Corinne Cléry,Bernard Lee,Geoffrey Keen,Desmond Llewelyn,Lois Maxwell,Blanche Ravalec,Mike Marshall,Georges Beller,Walter Gotell,Jean-Pierre Castaldi,Leila Shenna,Guy Delorme,Arthur Howard,Catherine Serre,Anne Lonnberg",John Barry,"Une navette spatiale américaine, Moonraker, confiée au gouvernement britannique disparaît soudainement. L'agent 007 est chargé d'enquêter mais il découvre vite que le responsable n",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/62/90/83/18658510.jpg,https://www.allocine.fr/film/fichefilm-246/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-246/similaire/
Que le spectacle commence !,All That Jazz,mai 1980,2h 05min,"Drame,Comédie musicale",U.S.A.,"4,1",557,48,Bob Fosse,"Keith Gordon,CCH Pounder,Wallace Shawn,Sandahl Bergman,Roy Scheider,Jessica Lange,Ann Reinking,Leland Palmer,Cliff Gorman,Ben Vereen,Michael Tolan,Max Wright,John Lithgow","Antonio Vivaldi,Ralph Burns","Joe Gideon est un artiste afféré, pris entre les auditions et les répétitions de son prochain ballet à Broadway, le tournage et le montage de son film, et une vie familiale complex",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/63/06/99/18670867.jpg,https://www.allocine.fr/film/fichefilm-1629/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-1629/similaire/
Bienvenue Mister Chance,Being There,21 mai 1980,2h 10min,Comédie dramatique,U.S.A.,"3,8",469,52,Hal Ashby,"Peter Sellers,Shirley MacLaine,Melvyn Douglas,Jack Warden,Richard A. Dysart,Richard Basehart,David Clennon,Hal Ashby,Ruth Attaway,Fran Brill,Kenneth Patterson,Richard Venture,Georgine Hall,Alice Hirson,James Noble",Johnny Mandel,Les aventures d'un jardinier de Washington naïf et simplet prénommé Chance. Mr Chance est tellement naturel que chacune de ses phrases va être prise pour un véritable oracle et qu',https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/65/08/63/19681200.jpg,https://www.allocine.fr/film/fichefilm-2818/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-2818/similaire/
Chromosome 3,The Brood,10 octobre 1979,1h 32min,"Epouvante-horreur,Science Fiction",Canada,"3,2",1049,117,David Cronenberg,"Oliver Reed,Samantha Eggar,Art Hindle,Henry Beckman,Nuala Fitzgerald,Cindy Hinds,Susan Hogan,Nicholas Campbell,Robert Silverman,Felix Silla,Chris Britton",Howard Shore,"Éminent psychiatre, Hal Raglan met au point une thérapie révolutionnaire qui consiste à soigner ses patients en extériorisant par des stigmates physiques leurs désordres mentaux. U",https://fr.web.img3.acsta.net/c_310_420/pictures/21/07/08/17/35/2321661.jpg,https://www.allocine.fr/film/fichefilm-1812/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-1812/similaire/
"Monty Python, la vie de Brian",Monty Python's Life of Brian,8 avril 1980,1h 33min,"Aventure,Comédie",Grande-Bretagne,"4,0",14477,261,Terry Jones,"Graham Chapman,Terry Gilliam,John Cleese,Michael Palin,Eric Idle,Terry Jones,George Harrison,Spike Milligan,Bernard McKenna,Kenneth Colley,Charles McKeown,Neil Innes,John Young,Carol Cleveland,Terence Bayler,Chris Langham,Gwen Taylor,Andrew MacLachlan","Geoffrey Burgon,Eric Idle,Michael Palin","En l'an 0, en terre de Galilée, Mandy et son bébé Brian reçoivent la visite des Rois Mages un beau soir de décembre. Ceux-ci, s'apercevant de leur erreur, remballent prestement leu",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/23/34/18376684.jpg,https://www.allocine.fr/film/fichefilm-249/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-249/similaire/
Le Trou noir,The Black Hole,3 octobre 1980,1h 38min,"Aventure,Science Fiction",U.S.A.,"2,5",398,66,Gary Nelson,"Robert Forster,Maximilian Schell,Anthony Perkins,Joseph Bottoms,Gary Nelson,Tom McLoughlin,Yvette Mimieux,Ernest Borgnine",John Barry,"C'est la fin du XXième siècle. Au coeur d'une lointaine galaxie, à bord du vaisseau d'exploration Palomino qui retourne vers la Terre, le robot Vincent détecte la présence d'un pui",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/65/69/51/19163556.jpg,https://www.allocine.fr/film/fichefilm-59771/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-59771/similaire/
Rocky II,Rocky II,6 février 1980,1h 59min,"Action,Drame",U.S.A.,"3,6",17522,350,Sylvester Stallone,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Joe Spinell,Leonard Gaines,Sylvia Meals,Frank McRae,Al Silvani,Jane Marla Robbins,Fran Ryan,Frank Stallone,Tony Burton,Paul McCrane,Paul Micale,John Pleshette,Bill Baldwin",Bill Conti,"Après que le boxeur Rocky Balboa ait tenu la distance avec le champion du monde des poids lourds Apollo Creed, les fans de boxe réclament une revanche. Mais Rocky, ayant subi de gr",https://fr.web.img3.acsta.net/c_310_420/pictures/14/08/25/16/12/331381.jpg,https://www.allocine.fr/film/fichefilm-42742/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-42742/similaire/
"Amityville, la maison du diable",The Amityville Horror,14 février 1980,1h 54min,Epouvante-horreur,U.S.A.,"2,8",1809,142,Stuart Rosenberg,"James Brolin,Margot Kidder,Rod Steiger,Don Stroud,Murray Hamilton,John Larch,Natasha Ryan,K.C. Martel,Meeno Peluce,Michael Sacks,Helen Shaver,Amy Wright,Val Avery,James Tolkan,Irene Dailey",Lalo Schifrin,"Amityville, 13 novembre 1974. Dans une maison bourgeoise, un jeune homme, dans un accès de deémence, massacre ses parents, ses frères et ses soeurs. Quelque temps plus tard, cette ",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/35/15/69/18365154.jpg,https://www.allocine.fr/film/fichefilm-43268/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-43268/similaire/
Clair de femme,Clair de femme,29 août 1979,1h 38min,Drame,"France,Italie,Allemagne","3,1",204,35,Costa-Gavras,"Romy Schneider,Yves Montand,Romolo Valli,Heinz Bennent,Lila Kedrova,Jean Reno,Daniel Mesguich,Jean-Claude Bouillaud,Roberto Benigni,Dieter Schidor,Catherine Allegret,Hans Verner",Jean Musy,"A la veille de sa mort, une femme apprend à son mari qu'elle restera aupres de lui sous les traits de la prochaine femme qu'il rencontrera...",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/78/05/91/19444875.jpg,https://www.allocine.fr/film/fichefilm-1582/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-1582/similaire/
The Rose,The Rose,juin 1980,2h 14min,"Drame,Musical,Romance",U.S.A.,"4,0",331,30,Mark Rydell,"Bette Midler,Alan Bates,Frederic Forrest,Harry Dean Stanton,Barry Primus,David Keith,Sandra McCabe,Will Hare,Rudy Bond,Don Calfa,James Keane,Doris Roberts,Sandy Ward,Jonathan Banks,Harry Northup,Pat Corley,Dennis Erdman,Hugh Gillin,Hildy Brooks,Jack Starrett",Paul A. Rothchild,L'évocation de la vie tourmentée d'une chanteuse de rock à la fin des années soixante.,https://fr.web.img2.acsta.net/c_310_420/pictures/15/05/27/09/59/008285.jpg,https://www.allocine.fr/film/fichefilm-314/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-314/similaire/
Le Champion,The Champ,30 novembre 2011,1h 57min,Drame,U.S.A.,"4,0",140,20,Franco Zeffirelli,"Jon Voight,Faye Dunaway,Ricky Schroder,Jack Warden,Arthur Hill,Strother Martin,Joan Blondell,Mary Jo Catlett,Elisha Cook Jr.,Stefan Gierasch,Allan Miller",Dave Grusin,"Un jeune garçon admire son père, champion de boxe déchu...",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/73/86/77/19219311.jpg,https://www.allocine.fr/film/fichefilm-40648/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-40648/similaire/
La Gueule de l'autre,La Gueule de l'autre,12 décembre 1979,1h 40min,Comédie,France,"3,4",245,36,Pierre Tchernia,"Michel Serrault,Jean Poiret,Michel Blanc,Georges Géret,Curd Jürgens,Dorothée,Roger Carel,Marco Perrin,Dominique Lavanant,Bernadette Lafont,Paulette Dubost,Jacques Legras,Marcelle Ranson-Hervé,Catherine Lachens,Andrea Parisy,Germaine Delbat,Robert Destain,Pierre Douglas,Francis Lax,Patrick Poivre d'Arvor,Rose Thiéry",Claude Bolling,"Lors de sa campagne électorale, un homme politique prend peur à l'annonce d'un tueur évadé qui en veut à sa personne. Il engage un sosie, acteur raté, qui n'est autre que son cousi",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/25/17/18657583.jpg,https://www.allocine.fr/film/fichefilm-33079/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-33079/similaire/
Le Pull-over rouge,Le Pull-over rouge,12 octobre 2010,2h 00min,"Policier,Drame",France,"3,3",136,22,Michel Drach,"Serge Avédikian,Roland Bertin,Michelle Marquais,Roger Ibanez,Claire Deluca,Roland Blanche,Pierre Maguelon,Gerard Chaillou,Maud Rayer,Didier Flamand,Jean Barney",Jean-Louis d'Onorio,"A Marseille en 1974, une fillette de 8 ans est enlevée par un inconnu. Très rapidement son corps est retrouvé et un jeune homme de 20 ans, Christian Ranucci, est arrêté. Après un i",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/64/82/84/18806959.jpg,https://www.allocine.fr/film/fichefilm-2924/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-2924/similaire/
C'était demain,Time after Time,23 janvier 1980,1h 52min,"Epouvante-horreur,Science Fiction",U.S.A.,"3,6",480,62,Nicholas Meyer,"Malcolm McDowell,David Warner,Mary Steenburgen,Charles Cioffi,Kent Williams,Andonia Katsaros,Patti D'Arbanville,James Garrett,Byron Webster,Géraldine Baron,Laurie Main,Shelley Hack",Miklós Rózsa,"Le meurtre d'une prostituée lance la police aux trousses de Jack l’Éventreur mais ce dernier parvient à les semer. Non loin de là, le professeur Herbert G. Wells donne une réceptio",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/00/02/39/86/demain.jpg,https://www.allocine.fr/film/fichefilm-3863/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-3863/similaire/
