title,original_title,date,duration,categories,countries,star_rating,notes,reviews,directors,actors,composers,summary,url_thumbnail,url_reviews,url_similar_movies
Hibernatus,Hibernatus,10 septembre 1969,1h 18min,Comédie,"France,Italie","3,4",12270,180,Edouard Molinaro,"Gérard Hernandez,Louis de Funès,Michael Lonsdale,Claude Gensac,Bernard Alane,Annick Alane,Olivier De Funès,Eliette Demay,Martine Kelly,Jacques Legras,Pascal Mazzotti,Claude Piéplu,Paul Préboist,Yves Vincent,Evelyne Dassas,Max Montavon,Carlo Nell,Virginie Vignon,Paul Bisciglia,Adrien Cayla-Legrand,Sebastien Floche,Robert Lombard",Georges Delerue,"Après 65 ans d'hibernation naturelle dans un bloc de glace polaire, un naufragé est retrouvé par une expédition au Groenland. Cette découverte perturbe grandement Hubert de Tartas,",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/70/93/12/19117357.jpg,https://www.allocine.fr/film/fichefilm-37272/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-37272/similaire/
La Horde sauvage,The Wild Bunch,17 octobre 1969,2h 25min,"Action,Drame,Western",U.S.A.,"4,0",4476,228,Sam Peckinpah,"William Holden,Ernest Borgnine,Robert Ryan,Edmond O'Brien,Warren Oates,Ben Johnson,Jaime Sanchez,Emilio Fernandez,Strother Martin,L.Q. Jones,Albert Dekker,Bo Hopkins,Dub Taylor,Jorge Russek,Alfonso Arau,Chano Urueta,Elsa Cárdenas,Bill Hart (I),Rayford Barnes,Enrique Lucero,José Chavez,Pedro Galván",Jerry Fielding,"En 1914, Pike Bishop et sa bande entrent dans San Rafael, une petite ville du Texas, déguisés en cavaliers de l'US Cavalry. Ensemble, ils se dirigent vers la gare pour y dérober la",https://fr.web.img4.acsta.net/c_310_420/pictures/15/09/16/09/13/593673.jpg,https://www.allocine.fr/film/fichefilm-1276/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-1276/similaire/
On achève bien les chevaux,"They Shoot Horses, Don't They?",septembre 1970,2h 09min,Drame,U.S.A.,"4,0",641,66,Sydney Pollack,"Jane Fonda,Michael Sarrazin,Susannah York,Gig Young,Red Buttons,Bonnie Bedelia,Bruce Dern,Robert Fields,Severn Darden,Allyn Ann McLerie,Madge Kennedy,Felice Orlandi,Art Metrano,Paul Mantee,Ian Abercrombie",Johnny Green,"En pleine dépression économique, les primes des marathons de danse attirent jeunes et vieux accablés par la misère. Robert et sa partenaire Gloria dansent à en perdre la raison. Il",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/08/34/19478533.jpg,https://www.allocine.fr/film/fichefilm-672/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-672/similaire/
Les Damnés,La caduta degli dei,7 août 2019,2h 30min,Drame,"U.S.A.,Italie","4,0",668,56,Luchino Visconti,"Dirk Bogarde,Ingrid Thulin,Helmut Griem,Helmut Berger,Charlotte Rampling,Renaud Verley,Umberto Orsini,Reinhard Kolldehoff,Albrecht Schoenhals,Florinda Bolkan,Piero Morgia,Karl-Otto Alberty,Nora Ricci,Bill Vanders,Jessica Dublin,Irina Wanka,Ester Carloni,Peter Dane,Antonietta Fiorito,Klaus Höhne","Maurice Jarre,Walter Kollo,Willy Kollo","Les réactions et comportements des membres d'une puissante famille, marchands de canons de la Ruhr, face à l'avenement du nazisme.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/72/23/90/19157348.jpg,https://www.allocine.fr/film/fichefilm-95688/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-95688/similaire/
L'Or se barre,The Italian Job,19 novembre 1969,1h 40min,Policier,"Grande-Bretagne,U.S.A.","3,3",262,36,Peter Collinson,"Michael Standing,Michael Caine,Noel Coward,Benny Hill,Raf Vallone,Irene Handl,John Le Mesurier,Stanley Caine,Robert Powell,Rossano Brazzi,Tony Beckley,Margaret Blye,Renato Romano,David Kelly,Valerie Leon",Quincy Jones,Des gangsters anglais qui veulent voler l'or de Fiat s'opposent à la Mafia qui veut défendre l'honneur de l'Italie.,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/00/02/50/91/or.jpg,https://www.allocine.fr/film/fichefilm-20304/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-20304/similaire/
More,More,21 octobre 1969,1h 54min,Comédie dramatique,"Allemagne de l'Ouest,France,Luxembourg","3,7",308,42,Barbet Schroeder,"Mimsy Farmer,Klaus Grünberg,Michel Chanderli,Heinz Engelman,Louise Wink,George Montant,Henry Wolf",Pink Floyd,"En quête d’aventures et de lui-même, Stefan, un jeune étudiant allemand, en route vers le Soleil, fait de l’auto-stop jusqu’à Paris. Il rencontre une jeune Américaine oisive, Estel",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/35/47/68/18886073.jpg,https://www.allocine.fr/film/fichefilm-1367/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-1367/similaire/
Au service secret de sa Majesté,On Her Majesty's Secret Service,12 décembre 1969,2h 20min,"Action,Policier,Espionnage,Thriller",Grande-Bretagne,"3,2",3078,249,Peter Hunt,"George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,Ilse Steppat,Lois Maxwell,Bernard Lee,Desmond Llewelyn,Catherine Schell,George Baker,Bernard Horsfall,Virginia North,Takis Emmanuel,James Bree,Brian Worth,Joanna Lumley",John Barry,L'agent secret James Bond est appelé à la rescousse pour mettre un terme aux malversations de Blofeld. Ce dernier tente de mettre au point un virus qui mettrait un terme à toute vi,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/63/70/82/18991380.jpg,https://www.allocine.fr/film/fichefilm-70544/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-70544/similaire/
L'Enfant sauvage,L'Enfant sauvage,26 février 1970,1h 30min,Drame,France,"3,6",1231,88,François Truffaut,"Jean-Pierre Cargol,François Truffaut,Jean Dasté,Françoise Seigner,Annie Miller,Claude Miller,Jean-François Stévenin,Nathan Miller,Mathieu Schiffman,Paul Villé,Eva Truffaut",,"Après avoir été capturé par des paysans, un enfant sauvage est amené au docteur Itard, à Paris. La plupart du monde scientifique le considère comme un attardé, mais le docteur Itar",https://fr.web.img6.acsta.net/c_310_420/pictures/22/08/01/14/28/4730028.jpg,https://www.allocine.fr/film/fichefilm-29716/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-29716/similaire/
Ma nuit chez Maud,Ma nuit chez Maud,4 juin 1974,1h 50min,Drame,France,"4,1",881,72,Eric Rohmer,"Jean-Louis Trintignant,Françoise Fabian,Marie-Christine Barrault,Antoine Vitez,Léonide Kogan,Guy Léger,Anne Dubot,Marie-Claude Rauzier",,"Un ingenieur goûtant le calme d'une ville de province éprouve une très grande attirance pour une jeune femme indépendante. Dans la série des ""Six contes moraux"", troisième histoire",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/47/09/20483680.jpg,https://www.allocine.fr/film/fichefilm-2082/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-2082/similaire/
Médée,Medea,28 janvier 1970,1h 50min,"Drame,Fantastique","France,Italie,Allemagne de l'Ouest","3,4",271,28,Pier Paolo Pasolini,"Maria Callas,Massimo Girotti,Guiseppe Gentile,Laurent Terzieff,Margaret Clementi,Paul Jabara,Gérard Weiss,Sergio Tramonti,Luigi Barbini,Piera Degli Esposti,Mirella Pamphili,Maria Cumani Quasimodo",,"Médée la magicienne, fille du roi de Colchide, voit arriver sur sa terre le prince Jason venu enlever la Toison d’Or, l’idole de son peuple. Tombée folle amoureuse du jeune Grec, e",https://fr.web.img5.acsta.net/c_310_420/pictures/22/07/05/14/07/4725227.jpg,https://www.allocine.fr/film/fichefilm-512/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-512/similaire/
L'Arbre de Noël,L’arbre de Noël,1 février 2016,1h 50min,Drame,"France,Italie","3,8",425,50,Terence Young,"William Holden,Virna Lisi,Bourvil,Brook Fuller,Madeleine Damien,Frederick Ledebur,Mario Feliciani,Georges Douking,Michel Thomass,Jean-Pierre Castaldi,Yves Barsacq,Maria Schneider",Georges Auric,"Comme chaque année, depuis qu'il a perdu sa mère, Pascal revient à Paris pour passer les vacances avec son père Laurent. Ils partent en Corse, et au cours d'une promenade en mer, u",https://fr.web.img6.acsta.net/c_310_420/commons/v9/common/empty/empty_portrait.png,https://www.allocine.fr/film/fichefilm-26160/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-26160/similaire/
La Sirène du Mississipi,La Sirène du Mississipi,18 juin 1969,2h 03min,"Drame,Thriller",France,"3,6",1033,105,François Truffaut,"Jean-Paul Belmondo,Catherine Deneuve,Michel Bouquet,Nelly Borgeaud,Yves Drouhet",Antoine Duhamel,"Un industriel réunionnais, Louis Mahé, décide de se marier par petites annonces. Il rencontre Julie, une superbe femme, différente de la photo qu’il a reçue. Mais après le mariage,",https://fr.web.img3.acsta.net/c_310_420/pictures/22/08/01/14/28/4744068.jpg,https://www.allocine.fr/film/fichefilm-67655/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-67655/similaire/
La femme infidèle,La femme infidèle,22 janvier 1969,1h 38min,"Drame,Thriller","Italie,France","3,8",338,55,Claude Chabrol,"Stéphane Audran,Michel Bouquet,Michel Duchaussoy,Maurice Ronet,Louise Chevalier,Louise Rioton,Serge Bento,Henri Marteau,Guy Marly,Albert Minski,Dominique Zardi,Henri Attal",Pierre Jansen,"Lorsqu'il apprend que sa femme le trompe, Charles décide de tuer son amant.",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/84/52/18655218.jpg,https://www.allocine.fr/film/fichefilm-4323/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-4323/similaire/
"Hello, Dolly!","Hello, Dolly!",1 octobre 2010,2h 26min,"Comédie,Comédie musicale,Romance",U.S.A.,"4,0",144,21,Gene Kelly,"Barbra Streisand,Walter Matthau,Michael Crawford,Marianne McAndrew,Danny Lockin,Edra Jean Peaker,Joyce Ames,Tommy Tune,David Hurst,Louis Armstrong,George Barrows,Billy Bletcher",Jerry Herman,"L'adaptation d'une comédie musicale créée à Broadway. Dolly Levi, une marieuse professionnelle, tombe amoureuse d'un riche marchand, et tisse un réseau complexe de liens amoureux p",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/22/54/18463430.jpg,https://www.allocine.fr/film/fichefilm-668/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-668/similaire/
Le Diable par la queue,Le Diable par la queue,7 février 1969,1h 38min,Comédie,France,"3,6",428,47,Philippe de Broca,"Yves Montand,Jean-Pierre Marielle,Marthe Keller,Maria Schell,Madeleine Renaud,Jacques Balutin,Xavier Gélin,Claude Piéplu,Pierre Tornade,Jean Rochefort,Tanya Lopert",Georges Delerue,"Une famille d'aristocrates désargentés a transformé son château en hôtel. Malgré la bonne volonté de chacun, l’isolement du manoir ne s’avère guère propice aux affaires. Pour reméd",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/73/59/66/19208775.jpg,https://www.allocine.fr/film/fichefilm-11293/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-11293/similaire/
Satyricon,Fellini - Satyricon,19 décembre 1969,2h 08min,"Drame,Historique,Péplum",Italie,"3,6",459,51,Federico Fellini,"Martin Potter,Hiram Keller,Max Born,Salvo Randone,Mario Romagnoli,Alain Cuny,Lucia Bosè,Capucine,Magali Noël,Tanya Lopert,Gordon Mitchell,Elisa Mainardi","Nino Rota,Andrew Rudin","Dans la Rome antique, Encolpe et Ascylte, deux étudiants qui cohabitent dans le quartier souterrain de Subure où ils vivent de rapines, se disputent les faveurs de leur jeune escla",https://fr.web.img5.acsta.net/c_310_420/pictures/19/08/01/12/09/0637556.jpg,https://www.allocine.fr/film/fichefilm-4481/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-4481/similaire/
La Fiancée du pirate,La Fiancée du pirate,3 décembre 1969,1h 43min,Drame,France,"3,9",269,37,Nelly Kaplan,"Henri Czarniak,Bernadette Lafont,Georges Géret,Michel Constantin,Julien Guiomar,Jean Parédès,Francis Lax,Claire Maurier,Jacques Marin,Louis Malle,Pascal Mazzotti,Jacques Masson,Marcel Pérès,Micha Bayard,Claire Olivier,Gilberte Géniat,Fernand Berset",Georges Moustaki,"Fille d'une bohémienne, Marie vit avec sa mère dans une cabane isolée dans la forêt, à proximité du village de Tellier. Les deux femmes subsistent misérablement grâce à de menus tr",https://fr.web.img4.acsta.net/c_310_420/pictures/23/12/07/09/15/0516257.jpg,https://www.allocine.fr/film/fichefilm-3598/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-3598/similaire/
"Elle boit pas, elle fume pas, elle drague pas, mais... elle cause !","Elle boit pas, elle fume pas, elle drague pas, mais... elle cause !",24 février 2016,1h 25min,Comédie,France,"3,2",407,52,Michel Audiard,"Annie Girardot,Bernard Blier,Mireille Darc,Jean Carmet,Jean Le Poulain,Sim,Evelyne Dress,Robert Dalban,Anicee Alvina,Catherine Samie,Dominique Zardi",Georges Van Parys,"Germaine est femme de ménage. Elle a trois clients, qui ont chacun des secrets : Liéthard, banquier, pique dans la caisse pour se payer les services d'une prostituée , Francine, pr",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/36/07/24/19683985.jpg,https://www.allocine.fr/film/fichefilm-32544/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-32544/similaire/
Erotissimo,Erotissimo,15 décembre 2020,1h 35min,Comédie,"France,Italie","2,2",87,24,Gérard Pirès,"Annie Girardot,Jean Yanne,Francis Blanche,Venantino Venantini,Jacques Higelin,Rufus,Jacques Balutin,Henry Chapier,Nicole Croisille,Claude de Givray,Serge Gainsbourg,Pierre Grimblat,Jacques Martin,Daniel Prévost,Patrick Topaloff,Francois Reichenbach","William Sheller,Michel Polnareff","La riche épouse d'un PDG apprend dans un magazine que la femme moderne doit être ""érotique"". Elle décide donc de devenir comme toutes ces filles que l'on voit sur les affiches. Son",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/77/60/27/19414997.jpg,https://www.allocine.fr/film/fichefilm-2786/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-2786/similaire/
100 dollars pour un shérif,True Grit,18 février 1970,2h 08min,"Aventure,Drame,Western",U.S.A.,"3,7",609,103,Henry Hathaway,"John Wayne,Glen Campbell,Kim Darby,Robert Duvall,Dennis Hopper,Jeff Corey,Strother Martin,John Fiedler,Donald Woods,Hank Worden,Jeremy Slate,John Doucette,Carlos Rivas,James Westerfield,Alfred Ryder,Edith Atwater,John Pickard,Ken Renard,Ron Soble",Elmer Bernstein,"Pour venger la mort de son père, une jeune femme qui a tout d'un garçon manqué, est prête à tout. Elle fait appel à Rooster Cogburn, un marshal borgne qui n'a peur de rien, et à un",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/64/18/16/18758159.jpg,https://www.allocine.fr/film/fichefilm-44032/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-44032/similaire/
L'Etau,Topaz,28 mai 2020,2h 07min,"Policier,Thriller",U.S.A.,"2,7",539,70,Alfred Hitchcock,"Frederick Stafford,Dany Robin,John Vernon,Karin Dor,Michel Piccoli,Philippe Noiret,Claude Jade,Michel Subor,John Forsythe,Roscoe Lee Browne,Donald Randolph,Carlos Rivas,Sandor Szabo,Roberto Contreras,John Van Dreelen,George Skaff,Lewis Charles,Roger Til,Edmon Ryan",Maurice Jarre,"Boris Kusenov décide de passer à l'Ouest, avec sa femme et sa fille. Son évasion est organisée et en échange de cette liberté il informe les Américains sur un trafic d'armes Russes",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/65/19/79/18835943.jpg,https://www.allocine.fr/film/fichefilm-5849/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5849/similaire/
Mon Oncle Benjamin,Mon Oncle Benjamin,28 novembre 1969,1h 30min,Comédie,France,"3,8",312,35,Edouard Molinaro,"Jacques Brel,Claude Jade,Bernard Alane,Robert Dalban,Paul Frankeur,Lyne Chardonnet,Rosy Varte,Bernard Blier,Armand Mestral,Alfred Adam,Gérard Boucaron,Paul Préboist,Luce Fabiole,Henri Guégan,Guy Delorme,Daniela Surina,Eric Vasberg,Christine Aurel,Pippo Merisi,Yvon Sarray","François Rauber,Jacques Brel","Dans la France d'avant la Révolution française, Benjamin Rathery est médecin de campagne doublé d'un bon vivant. Volontiers frondeur, il s'attaque aux noblions, frôle les galères e",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/73/25/35/19196180.jpg,https://www.allocine.fr/film/fichefilm-4091/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-4091/similaire/
A Swedish Love Story,En Kärlekshistoria,4 juin 2008,1h 55min,Drame,Suède,"3,6",296,59,Roy Andersson,"Ann-Sofie Kylin,Rolf Sohlman,Bjorn Andresen,Lennart Tollén,Bertil Norström,Margreth Weivers,Lennart Tellfeldt,Maud Backéus",Björn Isfält,"En marge du monde des adultes prisonniers de leurs conventions et de leur mélancolie, Pär et Annica, avec l'ingénuité et la fraîcheur de leurs 15 ans, découvrent simplement l'envie",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/66/13/80/19202631.jpg,https://www.allocine.fr/film/fichefilm-80425/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-80425/similaire/
Sabata,"Ehi amico... c'è Sabata, hai chiuso!",1 mai 2020,1h 46min,"Comédie,Western",Italie,"2,8",83,22,Gianfranco Parolini,"Lee Van Cleef,William Berger,Ignazio Spalla,Aldo Canti,Franco Ressel,Antonio Gradoli,Linda Veras,Claudio Undari,Gianni Rizzo,Spartaco Conversi,Carlo Tamberlani,Luciano Pigozzi,Andrea Aureli,John Bartha,Fortunato Arena,Gilberto Galimberti,Gino Marturano,Ana María Noé,Mimmo Poli,Bruno Ukmar,Franco Ukmar",Marcello Giombini,"Sabata, chasseur de prime, arrive à Daugherty, petite ville du Texas. Alors qu'il se désaltère au saloon, il apprend que 60 000 dollars viennent d'etre dérobé à la banque. Une prim",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/53/10/19137275.jpg,https://www.allocine.fr/film/fichefilm-138797/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-138797/similaire/
L'Arrangement,The Arrangement,20 mai 1970,2h 05min,Drame,U.S.A.,"3,9",203,26,Elia Kazan,"Kirk Douglas,Faye Dunaway,Deborah Kerr,Richard Boone,Hume Cronyn,Harold Gould,Michael Higgins,Carol Eve Rossen,William Hansen,Michael Murphy,John Randolph Jones,Charles Drake,E.J. André,Dianne Hull",David Amram,"Eddie Anderson a apparamment tout pour être heureux : publiciste talentueux, marié à une femme belle et intelligente, Florence, leur aisance matérielle leur garantit une vie sans p",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/07/91/affiche.jpg,https://www.allocine.fr/film/fichefilm-1134/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-1134/similaire/
La Bataille d'Angleterre,Battle of Britain,3 juin 2004,2h 13min,"Action,Historique,Guerre",Grande-Bretagne,"3,4",322,39,Guy Hamilton,"Harry Andrews,Michael Caine,Trevor Howard,Curd Jürgens,Ian McShane,Kenneth More,Laurence Olivier,Nigel Patrick,Christopher Plummer,Michael Redgrave,Ralph Richardson,Robert Shaw,Patrick Wymark,Susannah York,Robert Flemyng,Barry Foster,Edward Fox,Harry Fielder","Ron Goodwin,William Walton","Mai-juin 1940. Confrontées au rouleau compresseur des armées allemandes qui déferlent sur la France, les forces britanniques se replient sur l’autre rive de la Manche. Si la Royal ",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/65/95/28/19639152.jpg,https://www.allocine.fr/film/fichefilm-32570/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-32570/similaire/
