title,original_title,date,duration,categories,countries,star_rating,notes,reviews,directors,actors,composers,summary,url_thumbnail,url_reviews,url_similar_movies
Amanda,Amanda,21 novembre 2018,1h 47min,Drame,France,"3,9",3002,245,Mikhaël Hers,"Vincent Lacoste,Isaure Multrier,Stacy Martin,Ophelia Kolb,Marianne Basler,Jonathan Cohen,Greta Scacchi,Nabiha Akkari,Raphaël Thiéry,Claire Tran,Elli Medeiros,Zoé Bruneau,Lawrence Valin,Jeanne Candel,Bakary Sangaré","Anton Sanko,Matthieu Sibony","Paris, de nos jours. David, 24 ans, vit au présent. Il jongle entre différents petits boulots et recule, pour un temps encore, l’heure des choix plus engageants. Le cours tranquill",https://fr.web.img6.acsta.net/c_310_420/pictures/18/10/17/16/34/3385152.jpg,https://www.allocine.fr/film/fichefilm-255426/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-255426/similaire/
Sans un bruit,A Quiet Place,20 juin 2018,1h 30min,"Epouvante-horreur,Thriller",U.S.A.,"3,7",14182,827,John Krasinski,"Emily Blunt,John Krasinski,Millicent Simmonds,Noah Jupe,Cade Woodward,Leon Russom,Doris McCarthy",Marco Beltrami,"Une famille tente de survivre sous la menace de mystérieuses créatures qui attaquent au moindre bruit. S’ils vous entendent, il est déjà trop tard.",https://fr.web.img6.acsta.net/c_310_420/pictures/18/03/22/16/48/2454348.jpg,https://www.allocine.fr/film/fichefilm-254612/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-254612/similaire/
Celle que Vous Croyez,Celle que Vous Croyez,27 février 2019,1h 42min,Drame,France,"3,7",2747,287,Safy Nebbou,"Juliette Binoche,François Civil,Nicole Garcia,Marie-Ange Casta,Guillaume Gouix,Jules Houplain,Charles Berling,Claude Perron,Jules Gauzelin,Francis Leplay,Pierre Giraud,François Genty",Ibrahim Maalouf,"Pour épier son amant Ludo, Claire Millaud, 50 ans, crée un faux profil sur les réseaux sociaux et devient Clara une magnifique jeune femme de 24 ans. Alex, l’ami de Ludo, est imméd",https://fr.web.img2.acsta.net/c_310_420/pictures/19/01/11/09/30/0455654.jpg,https://www.allocine.fr/film/fichefilm-258651/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-258651/similaire/
Ready Player One,Ready Player One,28 mars 2018,2h 20min,"Action,Science Fiction",U.S.A.,"4,2",39241,1723,Steven Spielberg,"Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Lena Waithe,Simon Pegg,Mark Rylance,T.J. Miller,Hannah John-Kamen,Win Morisaki,Ralph Ineson,Susan Lynch (I),Clare Higgins,Laurence Spellman,Perdita Weeks,Ronkẹ Adékoluẹjo,Sandra Dickinson,Lynne Wilmot,Mark Stanley,Letitia Wright,Kae Alexander,Mckenna Grace,Julia Nickson,Kathryn Wilder,Elisa Perry,Jacob Bertrand,Michael Wildman",Alan Silvestri,"2045. Le monde est au bord du chaos. Les êtres humains se réfugient dans l'OASIS, univers virtuel mis au point par le brillant et excentrique James Halliday. Avant de disparaître, ",https://fr.web.img2.acsta.net/c_310_420/pictures/18/02/14/09/15/3437390.jpg,https://www.allocine.fr/film/fichefilm-229831/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-229831/similaire/
La Vérité si je mens ! Les débuts,La Vérité si je mens ! Les débuts,16 octobre 2019,1h 50min,Comédie,France,"2,0",1655,354,"Michel Munz,Gérard Bitton","Yohan Manca,Mickael Lumière,Anton Csaszar,Jeremy Lewin,Gilbert Melki,Audrey Dana,François Berléand,Jean-Charles Deval,Gladys Cohen,Karina Marimon,Ilona Bachelier,Philippe Magnan,Nicolas Vaude,Cyril Lecomte,Noémie Chicheportiche,Fleur Geffrier,Sandra Rosinsky,Ariane Aggiage,Caroline Gay","Michel Munz,Moritz Reich","Au début des années 80, Patrick, fils à papa désinvolte, va, après son premier échec amoureux, se transformer en talentueux entrepreneur. Dov, dont la mère attend de brillantes étu",https://fr.web.img3.acsta.net/c_310_420/pictures/19/07/25/12/43/4571673.jpg,https://www.allocine.fr/film/fichefilm-233486/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-233486/similaire/
Capharnaüm,Capharnaüm,17 octobre 2018,2h 00min,Drame,"Liban,France","4,3",4993,327,Nadine Labaki,"Zain Al Rafeea,Cedra Izam,Nadine Labaki,Fadi Youssef,Yordanos Shifera,Boluwatife Treasure Bankole,Alaa ChouchNiye,Kawthar Al Haddad","Khaled Mouzanar,Georges Khabbaz","À l'intérieur d'un tribunal, Zain, un garçon de 12 ans, est présenté devant le juge. À la question : "" Pourquoi attaquez-vous vos parents en justice ? "", Zain lui répond : "" Pour m",https://fr.web.img6.acsta.net/c_310_420/pictures/18/09/11/09/08/2776515.jpg,https://www.allocine.fr/film/fichefilm-251090/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-251090/similaire/
Revenge,Revenge,7 février 2018,1h 53min,"Action,Thriller",France,"2,8",2032,281,Coralie Fargeat,"Matilda Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède,Jean-Louis Tribes",Robin Coudert,"Trois riches chefs d’entreprise quarantenaires, mariés et bons pères de famille se retrouvent pour leur partie de chasse annuelle dans une zone désertique de canyons. Un moyen pour",https://fr.web.img5.acsta.net/c_310_420/pictures/17/12/15/16/49/5339594.jpg,https://www.allocine.fr/film/fichefilm-254109/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-254109/similaire/
Tully,Tully,27 juin 2018,1h 36min,"Comédie,Drame",U.S.A.,"3,4",1771,126,Jason Reitman,"Charlize Theron,Mackenzie Davis,Ron Livingston,Mark Duplass,Lia Frankland,Asher Miles Fallica,Elaine Tan,Maddie Dixon-Poirier,Gameela Wright,Colleen Wheeler,Em Haine,Marceline Hugot,Michael Patrick Lane,Elfina Luk,Shade Rupe",Rob Simonsen,"Marlo, la petite quarantaine, vient d'avoir son troisième enfant. Entre son corps malmené par les grossesses qu'elle ne reconnaît plus, les nuits sans sommeil, les repas à préparer",https://fr.web.img6.acsta.net/c_310_420/pictures/18/02/28/15/26/4397667.jpg,https://www.allocine.fr/film/fichefilm-246378/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-246378/similaire/
Ghostland,Ghostland,14 mars 2018,1h 31min,Epouvante-horreur,"France,Canada","3,8",4714,611,Pascal Laugier,"Crystal Reed,Anastasia Phillips,Emilia Jones,Taylor Hickson,Mylène Farmer,Rob Archer,Adam Hurtig,Alicia Johnston,Ernesto Griffith","Todd Bryanton,Georges Boukoff,Anthony D’Amario,Ed Rig","Suite au décès de sa tante, Pauline et ses deux filles héritent d’une maison. Mais dès la première nuit, des meurtriers pénètrent dans la demeure et Pauline doit se battre pour sau",https://fr.web.img3.acsta.net/c_310_420/pictures/18/01/25/12/10/3312865.jpg,https://www.allocine.fr/film/fichefilm-246532/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-246532/similaire/
Hérédité,Hereditary,13 juin 2018,2h 06min,"Drame,Epouvante-horreur",U.S.A.,"3,6",5639,562,Ari Aster,"Toni Collette,Gabriel Byrne,Alex Wolff,Milly Shapiro,Ann Dowd,Mallory Bechtel,Brock McKinney,Austin R. Grant,Jarrod Phillips",Colin Stetson,"Lorsque Ellen, matriarche de la famille Graham, décède, sa famille découvre des secrets de plus en plus terrifiants sur sa lignée. Une hérédité sinistre à laquelle il semble imposs",https://fr.web.img2.acsta.net/c_310_420/pictures/18/06/13/12/30/1565468.jpg,https://www.allocine.fr/film/fichefilm-261860/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-261860/similaire/
Champions,Campeones,6 juin 2018,1h 59min,"Comédie,Drame",Espagne,"3,8",1030,114,Javier Fesser,"Javier Gutiérrez,Alberto Nieto Fernández,Daniel Freire,José de Luna,Jesús Lago,Jesús Vidal,Roberto Sánchez,Athenea Mata,Luisa Gavasa,Gloria Ramos,Itziar Castro,Juan Margallo",Rafael Arnau,Marco occupe le prestigieux poste d’entraîneur-adjoint de l'équipe d'Espagne de basket. Mais son mauvais caractère lui pose problème. Après une série de déconvenues dont il est le ,https://fr.web.img3.acsta.net/c_310_420/pictures/18/04/30/10/20/5882007.jpg,https://www.allocine.fr/film/fichefilm-256186/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-256186/similaire/
Bohemian Rhapsody,Bohemian Rhapsody,31 octobre 2018,2h 15min,"Biopic,Drame",U.S.A.,"4,3",44742,2412,Bryan Singer,"Rami Malek,Gwilym Lee,Lucy Boynton,Ben Hardy,Joseph Mazzello,Aidan Gillen,Tom Hollander,Allen Leech,Aaron McCusker,Mike Myers,Michelle Duncan,Max Bennett,Ace Bhatti,Jess Radomska,Jorge Leon Martinez",John Ottman,"Bohemian Rhapsody retrace le destin extraordinaire du groupe Queen et de leur chanteur emblématique Freddie Mercury, qui a défié les stéréotypes, brisé les conventions et révolutio",https://fr.web.img5.acsta.net/c_310_420/pictures/18/05/15/16/26/2028013.jpg,https://www.allocine.fr/film/fichefilm-185719/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-185719/similaire/
Undercover - Une histoire vraie,White Boy Rick,2 janvier 2019,1h 51min,"Policier,Drame",U.S.A.,"3,6",1870,112,Yann Demange,"Matthew McConaughey,Richie Merritt,Bel Powley,Jennifer Jason Leigh,Brian Tyree Henry,Rory Cochrane,RJ Cyler,Jonathan Majors,Eddie Marsan,Taylour Paige,Bruce Dern,Piper Laurie,Brad Carter,Scott Connors,Anita Farmer Bergman,Raekwon Haynes,James Howard,Danny Brown (II),Kyanna Simone Simpson,Lawrence Adimora,Heidi Sulzman",Max Richter,"À Détroit, dans les années 80, au plus fort de la guerre contre l’épidémie de crack, voici l’histoire vraie d’un père d’origine modeste, Richard Wershe, et de son fils, Rick Jr., u",https://fr.web.img2.acsta.net/c_310_420/pictures/18/11/23/15/03/3118154.jpg,https://www.allocine.fr/film/fichefilm-237415/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-237415/similaire/
À la dérive,Adrift,4 juillet 2018,1h 38min,"Aventure,Drame,Romance",U.S.A.,"3,6",1976,147,Baltasar Kormákur,"Shailene Woodley,Sam Claflin,Jeffrey Thomas,Elizabeth Hawthorne,Grace Palmer,Tami Ashcraft,Marisiale Tunoka,Kael Damlamian",Volker Bertelmann,Tami Oldham et Richard Sharp  décident de convoyer un bateau à travers le Pacifique et se retrouvent pris au piège dans un terrible ouragan. Après le passage dévastateur de la temp,https://fr.web.img5.acsta.net/c_310_420/pictures/18/05/29/17/49/3206930.jpg,https://www.allocine.fr/film/fichefilm-252313/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-252313/similaire/
Un Amour impossible,Un Amour impossible,7 novembre 2018,2h 15min,Drame,France,"3,8",2668,273,Catherine Corsini,"Virginie Efira,Niels Schneider,Iliana Zabeth,Coralie Russier,Simon Bakhouche,Jehnny Beth,Estelle Lescure,Ambre Hasaj,Gaël Kamilindi,Catherine Morlot,Pierre Salvadori,Didier Sandre,Regis Romele",Grégoire Hetzel,"À la fin des années 50 à Châteauroux, Rachel, modeste employée de bureau, rencontre Philippe, brillant jeune homme issu d'une famille bourgeoise. De cette liaison passionnelle mais",https://fr.web.img5.acsta.net/c_310_420/pictures/18/09/26/11/08/3665502.jpg,https://www.allocine.fr/film/fichefilm-247014/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-247014/similaire/
Sicario La Guerre des Cartels,Sicario: Day of the Soldado,27 juin 2018,2h 03min,"Action,Espionnage,Thriller","U.S.A.,Italie","3,7",3762,282,Stefano Sollima,"Benicio Del Toro,Josh Brolin,Isabela Merced,Jeffrey Donovan,Catherine Keener,Manuel Garcia-Rulfo,Matthew Modine,Shea Whigham,David Castañeda,Ian Bohen,Jake Picking,Bruno Bichir,Dan Davidson,Graham Beckel,Sherman Allen,Christopher Heyerdahl,Oscar Avila",Hildur Guðnadóttir,Les cartels mexicains font régner la terreur à la frontière entre le Mexique et les États-Unis. Rien ni personne ne semble pouvoir les contrer. L'agent fédéral Matt Graver fait de ,https://fr.web.img5.acsta.net/c_310_420/pictures/18/04/23/16/10/2216167.jpg,https://www.allocine.fr/film/fichefilm-241153/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-241153/similaire/
Siberia,Siberia,15 mai 2019,1h 44min,Thriller,U.S.A.,"1,6",340,41,Matthew M. Ross,"Keanu Reeves,Molly Ringwald,Ana Ularu,Aleks Paunovic,Boris Gulyarin,Veronica Ferres,Pavel Lychnikoff,Dmitry Chepovetsky,Eugene Lipinski,Rafael Petardi,Kis Yurij,James Gracie,Darren Ross,Vitali Makarov,Bradley Sawatzky,Morgan Holmstrom","Danny Bensi,Saunder Jurriaans",Un négociant en diamants tente de vendre des pierres aux origines douteuses à des acheteurs russes. Alors que la vente commence à capoter et qu'il découvre l'univers sombre du comm,https://fr.web.img2.acsta.net/c_310_420/pictures/19/11/21/12/02/4453624.jpg,https://www.allocine.fr/film/fichefilm-253734/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-253734/similaire/
Vox Lux,Vox Lux,2 octobre 2019,1h 50min,"Drame,Musical",U.S.A.,"2,1",258,23,Brady Corbet,"Natalie Portman,Jude Law,Stacy Martin,Raffey Cassidy,Jennifer Ehle,Maria Dizzia,Natasha Romanova,Daniel London,Christopher Abbott,Annie Pisapia,Susanna Guzman,Maceo Oliver,Celia Rowlson-Hall,Erik King,David Cale,Sasha Eden,Fred Hechinger,Leslie Silva,Matt Servitto,Micheál Richardson,Sahr Ngaujah","Scott Walker,Sia","Sur une période de quinze ans, l'ascension de Celeste, une star de la pop.",https://fr.web.img4.acsta.net/c_310_420/pictures/18/10/29/13/25/2137689.jpg,https://www.allocine.fr/film/fichefilm-250416/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-250416/similaire/
Convoi exceptionnel,Convoi exceptionnel,13 mars 2019,1h 22min,Comédie,"France,Belgique","1,5",1138,230,Bertrand Blier,"Gérard Depardieu,Christian Clavier,Farida Rahouadj,Alex Lutz,Audrey Dana,Sylvie Testud,Louis-Do de Lencquesaing,Guy Marchand,Bouli Lanners,Alexandra Lamy,Cécile de Moor",Benjamin Murat,"C’est l’histoire d’un type qui va trop vite et d’un gros qui est trop lent. Foster rencontre Taupin. Le premier est en pardessus, le deuxième en guenilles. Tout cela serait banal s",https://fr.web.img6.acsta.net/c_310_420/pictures/19/01/28/09/45/4077148.jpg,https://www.allocine.fr/film/fichefilm-260836/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-260836/similaire/
Rémi Sans Famille,Rémi Sans Famille,12 décembre 2018,1h 49min,"Aventure,Drame,Famille",France,"4,0",1646,194,Antoine Blossier,"Daniel Auteuil,Maleaume Paquin,Virginie Ledoyen,Jonathan Zaccaï,Jacques Perrin,Ludivine Sagnier,Albane Masson,Zoe Boyle,Nicholas Rowe,Nicola Duffett,Simon Armstrong,Fleur Geffrier,Jérôme Cachon,Xavier Lafitte",Romaric Laurence,"Les aventures du jeune Rémi, orphelin recueilli par la douce Madame Barberin. A l’âge de 10 ans, il est arraché à sa mère adoptive et confié au Signor Vitalis, un mystérieux musici",https://fr.web.img6.acsta.net/c_310_420/pictures/18/06/21/10/49/5560173.jpg,https://www.allocine.fr/film/fichefilm-255265/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-255265/similaire/
Nous Finirons Ensemble,Nous Finirons Ensemble,1 mai 2019,2h 15min,Comédie dramatique,France,"3,6",9028,1098,Guillaume Canet,"François Cluzet,Marion Cotillard,Gilles Lellouche,Laurent Lafitte,Benoît Magimel,Pascale Arbillot,Clémentine Baert,Valérie Bonneton,José Garcia,Tatiana Gousseff,Joel Dupuch,Ilan Debrabant,Jean Dujardin,Xavier Alcan,Gwendoline Hamon",,"Préoccupé, Max est parti dans sa maison au bord de la mer pour se ressourcer. Sa bande de potes, qu’il n’a pas vue depuis plus de 3 ans débarque par surprise pour lui fêter son ann",https://fr.web.img5.acsta.net/c_310_420/pictures/19/03/22/10/28/1786889.jpg,https://www.allocine.fr/film/fichefilm-261787/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-261787/similaire/
A Star Is Born,A Star Is Born,3 octobre 2018,2h 16min,"Drame,Romance",U.S.A.,"4,1",29317,1656,Bradley Cooper,"Lady Gaga,Bradley Cooper,Sam Elliott,Andrew Dice Clay,Rafi Gavron,Anthony Ramos,Dave Chappelle,Ron Rifkin,Barry Shabaka Henley,Michael D. Roberts,Michael Harney,Rebecca Field,Willam Belli,Gabe Fazio,Greg Grunberg,Eddie Griffin,D.J. Pierce (II),Alec Baldwin,Marlon Williams,Bonnie Somerville","Julia Michels,Julianne Jordan,Lady Gaga","Star de country un peu oubliée, Jackson Maine découvre Ally, une jeune chanteuse très prometteuse. Tandis qu'ils tombent follement amoureux l'un de l'autre, Jack propulse Ally sur ",https://fr.web.img3.acsta.net/c_310_420/pictures/19/04/05/16/00/1578857.jpg,https://www.allocine.fr/film/fichefilm-173109/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-173109/similaire/
Dans la brume,Dans la brume,4 avril 2018,1h 29min,Science Fiction,France,"2,9",4088,497,Daniel Roby,"Romain Duris,Olga Kurylenko,Fantine Harduin,Michel Robin,Anna Gaylor,Réphaël Ghrenassia,Erja Malatier,Alexis Manenti,Maurice Antoni,Robin Barde,Margot Maricot",Michel Corriveau,"Le jour où une étrange brume mortelle submerge Paris, des survivants trouvent refuge dans les derniers étages des immeubles et sur les toits de la capitale. Sans informations, sans",https://fr.web.img5.acsta.net/c_310_420/pictures/18/03/15/09/40/0755636.jpg,https://www.allocine.fr/film/fichefilm-253853/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-253853/similaire/
Le Grand Bain,Le Grand Bain,24 octobre 2018,2h 02min,"Comédie,Drame",France,"3,8",25335,1362,Gilles Lellouche,"Mathieu Amalric,Guillaume Canet,Benoît Poelvoorde,Jean-Hugues Anglade,Virginie Efira,Leïla Bekhti,Marina Foïs,Philippe Katerine,Félix Moati,Alban Ivanov,Jonathan Zaccaï,Mélanie Doutey,Noée Abita,Claire Nadeau,Erika Sainte,Pierre Pirol,Virgile Bramly,Maximilien Poullein,Guillaume Cloud Roussel,Vincent Darmuzey,Mathieu Torloting,Audrey Quoturi,Michèle Clément,Sam Chemoul,Christian Gazio",John Brion,"C’est dans les couloirs de leur piscine municipale que Bertrand, Marcus, Simon, Laurent, Thierry et les autres s’entraînent sous l’autorité toute relative de Delphine, ancienne glo",https://fr.web.img4.acsta.net/c_310_420/pictures/18/08/21/18/41/2636278.jpg,https://www.allocine.fr/film/fichefilm-235582/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-235582/similaire/
Larguées,Larguées,18 avril 2018,1h 32min,Comédie,France,"3,2",4376,405,Eloïse Lang,"Camille Cottin,Camille Chamoux,Miou-Miou,Johan Heldenbergh,Olivia Côte,Youssef Hajdi,Thomas Scimeca,Sylvain Quimene,Elliot Daurat,Vincent Furic,Jean-Laurent Faubourg,Philippine Delaire,Bernard Blancan,Paul Jeanson",Fred Avril,"Rose et Alice sont deux sœurs très différentes. Rose est libre et rock n’roll. Alice est rangée et responsable. Elles ne sont d’accord sur rien, à part sur l’urgence de remonter le",https://fr.web.img4.acsta.net/c_310_420/pictures/18/01/30/16/48/0392226.jpg,https://www.allocine.fr/film/fichefilm-255741/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-255741/similaire/
