title,original_title,date,duration,categories,countries,star_rating,notes,reviews,directors,actors,composers,summary,url_thumbnail,url_reviews,url_similar_movies
Arrête-moi si tu peux,Catch Me if You Can,12 février 2003,2h 21min,"Drame,Thriller",U.S.A.,"4,2",72080,1025,Steven Spielberg,"Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Nathalie Baye,Amy Adams,Jennifer Garner,James Brolin,Brian Howe,Frank John Hughes,Ellen Pompeo,Nick Zano,Kitty Carlisle,Jan Munroe,Guy Thauvette,Alex Hyde-White,James Morrison,Thomas Kopache,Chris Ellis,Wendy Worthington,Jamie Anderson,Brandon Keener,Stephen Dunham,Margaret Travolta,Dave Hager,James DuMont,Robert Symonds,Ana Maria Quintana,Lilyan Chauvin",John Williams,"Dans les années soixante, le jeune Frank Abagnale Jr. est passé maître dans l'art de l'escroquerie, allant jusqu'à détourner 2,5 millions de dollars et à figurer sur les listes du ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/00/02/54/32/aff2.jpg,https://www.allocine.fr/film/fichefilm-35973/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-35973/similaire/
Minority Report,Minority Report,2 octobre 2002,2h 25min,Science Fiction,U.S.A.,"4,1",55588,889,Steven Spielberg,"Tom Cruise,Kathryn Morris,Colin Farrell,Samantha Morton,Peter Stormare,Elizabeth Payne,Blake Bashoff,Spencer Treat Clark,Joel Gretsch,Steve Harris,Patrick Kilpatrick,Daniel London,Lois Smith,Max von Sydow,Jessica Capshaw,Tim Blake Nelson,Mike Binder,Jessica Harper,Paul Wesley",John Williams,"A Washington, en 2054, la société du futur a éradiqué le meurtre en se dotant du système de prévention / détection / répression le plus sophistiqué du monde. Dissimulés au coeur du",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/00/02/43/42/affiche.jpg,https://www.allocine.fr/film/fichefilm-34917/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-34917/similaire/
La Prophétie des ombres,The Mothman Prophecies,17 avril 2002,1h 59min,"Drame,Epouvante-horreur,Thriller",U.S.A.,"2,4",1259,110,Mark Pellington,"Richard Gere,Laura Linney,Debra Messing,David Eigenberg,Will Patton,Alan Bates,Lucinda Jenney,Tom Tully,Murphy Dunne,Nesbitt Blaisdell,Rohn Thomas,Jennifer Martin,Yvonne Erickson,Tom Stoviak,Sam Nicotero,Shane Callahan,Dan Callahan,Zachary Mott,Betsy Zajko,Bill Laing",tomandandy,"Le 5 septembre, à Washington DC, avant de mourir, la femme du journaliste John Klein raconte à son mari avoir vu une silhouette étrange.",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/00/02/43/14/affombres.jpg,https://www.allocine.fr/film/fichefilm-28685/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-28685/similaire/
L'Adversaire,L'Adversaire,28 août 2002,2h 09min,Drame,"Suisse,Espagne,France","3,3",1823,141,Nicole Garcia,"Daniel Auteuil,François Berléand,François Cluzet,Emmanuelle Devos,Géraldine Pailhas,Bernard Fresson,Alice Fauvet,Michel Cassagne,Joséphine Derenne,Jean-Claude Leguay,Nadine Alari,Olivier Cruveiller,Anne Loiret,Martin Jobert,Hubert Saint-Macary,Humbert Balsan,Valérie Kéruzoré",Angelo Badalamenti,"Jean-Marc Faure est un brillant médecin. Il dit effectuer des missions pour l'Organisation Mondiale de la Santé. Sa femme Christine, ses deux enfants et ses amis se réjouissent de ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/00/02/49/80/affiche.jpg,https://www.allocine.fr/film/fichefilm-29062/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-29062/similaire/
L'Auberge Espagnole,L'Auberge Espagnole,19 juin 2002,2h 00min,Comédie,France,"3,7",40388,608,Cédric Klapisch,"Romain Duris,Cécile de France,Judith Godrèche,Audrey Tautou,Kelly Reilly,Barnaby Metschurat,Kevin Bishop,Cristina Brondo,Wladimir Yordanoff,Jacno,Zinedine Soualem,Xavier de Guillebon,Irene Montala,Javier Coromina,Iddo Goldberg,Martine Demaret,Olivier Raynal,Paulina Galvez,Sylvie Lachat,Lise Lametrie,Iván Morales,Daniel Grao,Nadala Batiste",Cyril Moisson,"Xavier, un jeune homme de vingt-cinq ans, part à Barcelone pour terminer ses études en économie et apprendre l'espagnol. Cette langue est nécessaire pour occuper un poste, que lui ",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/00/02/38/77/affiche.jpg,https://www.allocine.fr/film/fichefilm-33468/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-33468/similaire/
Harry Potter et la chambre des secrets,Harry Potter and The Chamber of Secrets,4 décembre 2002,2h 38min,Fantastique,"U.S.A.,Grande-Bretagne","3,9",70846,1108,Chris Columbus,"Daniel Radcliffe,Rupert Grint,Emma Watson,Kenneth Branagh,Richard Harris,Robbie Coltrane,Maggie Smith,Warwick Davis,Gemma Jones,Miriam Margolyes,Alan Rickman,David Bradley (IV),Robert Hardy,Tom Felton,Jason Isaacs,Christian Coulson,Richard Griffiths,Fiona Shaw,Harry Melling,Julie Walters,Mark Williams,Oliver Phelps,James Phelps,Bonnie Wright,Hugh Mitchell,James Waylett,Josh Herdman,Sean Biggerstaff,Devon Murray","John Williams,William Ross","Alors que l'oncle Vernon, la tante Pétunia et son cousin Dudley reçoivent d'importants invités à dîner, Harry Potter est contraint de passer la soirée dans sa chambre. Dobby, un el",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/00/02/53/35/affiche0.jpg,https://www.allocine.fr/film/fichefilm-41245/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-41245/similaire/
Gangs of New York,Gangs of New York,8 janvier 2003,2h 50min,"Action,Drame,Historique","Grande-Bretagne,Italie,Allemagne,Pays-Bas,U.S.A.","4,0",39408,757,Martin Scorsese,"Leonardo DiCaprio,Daniel Day-Lewis,Liam Neeson,Cameron Diaz,Brendan Gleeson,Martin Scorsese,John C. Reilly,David Nicholls (II),Ford Kiernan,Ian Pirie,Nazzareno Natale,Bill Murdoch,Liam Carney,Alexia Murray","Howard Shore,Bono,The Edge,Adam Clayton","En 1846, le quartier de Five Points, un faubourg pauvre de New York, est le théâtre d'une guerre des gangs entre émigrants irlandais d'un côté, les Dead Rabbits menés par Père Vall",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/00/02/36/75/affiche1.jpg,https://www.allocine.fr/film/fichefilm-28968/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-28968/similaire/
La Secrétaire,Secretary,4 juin 2003,1h 47min,"Comédie,Erotique,Romance",U.S.A.,"3,0",1627,131,Steven Shainberg,"James Spader,Maggie Gyllenhaal,Jeremy Davies,Patrick Bauchau,Stephen McHattie,Osgood Perkins,Jessica Tuck,Amy Locane,Lesley Ann Warren,Mary Joy,Michael Mantell,Lily Knight,Lauren Cohn,Julene Renee,Ezra Buzzington,Kyle Colerider-Krugh,Sabrina Grdevich,Lacey Kohl,Herbert Russell",Angelo Badalamenti,"Lee Holloway n'a pas vraiment tous les atouts de son côté lorsqu'elle vient solliciter un emploi de secrétaire auprès de l'avocat E. Edward Grey. Premièrement, il n'y a que très pe",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/06/82/affiche3.jpg,https://www.allocine.fr/film/fichefilm-47341/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-47341/similaire/
Le Seigneur des anneaux : les deux tours,The Lord of the Rings: The Two Towers,18 décembre 2002,2h 59min,"Aventure,Fantastique","U.S.A.,Nouvelle-Zélande","4,5",108747,1334,Peter Jackson,"Elijah Wood,Sean Astin,Viggo Mortensen,Ian McKellen,Christopher Lee,Orlando Bloom,Liv Tyler,Cate Blanchett,Hugo Weaving,Bernard Hill,Miranda Otto,Karl Urban,Brad Dourif,David Wenham,Andy Serkis,Craig Parker,Bruce Hopkins,Sean Bean,Alan Lee,Billy Boyd,Dominic Monaghan,John Noble,John Rhys-Davies,Jed Brophy,John Bach,Sala Baker,Billy Jackson,Katie Jackson",Howard Shore,"Après la mort de Boromir et la disparition de Gandalf, la Communauté s'est scindée en trois. Perdus dans les collines d'Emyn Muil, Frodon et Sam découvrent qu'ils sont suivis par G",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/00/02/54/95/affiche2.jpg,https://www.allocine.fr/film/fichefilm-39186/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-39186/similaire/
Insomnia,Insomnia,6 novembre 2002,1h 56min,"Policier,Thriller",U.S.A.,"3,6",10417,537,Christopher Nolan,"Al Pacino,Robin Williams,Hilary Swank,Martin Donavan,Nicky Katt,Paul Dooley,Jonathan Jackson,Katharine Isabelle,Jay Brazeau,Larry Holden,Lorne Cardinal,Paula Shaw,Yan-Kay Crystal Lowe,Tasha Simms,Maura Tierney,Kerry Sandomirsky,Chris Gauthier,Kate Robbins,Emily Perkins,Dean Wray,Jacob O'Reiley,Martin Donovan",David Julyan,"Will Dormer, un policier expérimenté et désabusé, est envoyé en Alaska pour enquêter sur le meurtre sordide d'une adolescente. Lui et ses hommes montent une embuscade et repèrent l",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/00/02/50/25/affiche.jpg,https://www.allocine.fr/film/fichefilm-32704/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-32704/similaire/
Tais-toi !,Tais-toi !,22 octobre 2003,1h 25min,Comédie,France,"2,8",18285,518,Francis Veber,"Jean Reno,Gérard Depardieu,André Dussollier,Richard Berry,Léonor Varela,Aurélien Recoing,Jean-Pierre Malo,Ticky Holgado,Michel Aumont,Laurent Gamelon,Edgar Givry,Armelle Deutsch,Ludovic Berthillot,Loïc Brabant,Norbert Haberlick,Vincent Moscato,Jean-Michel Noirey,Johan Libéreau",Marco Prince,Ruby n'a qu'une idée en tête : se venger de l'homme qui a assassiné la femme qu'il aimait.,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/10/93/affiche.jpg,https://www.allocine.fr/film/fichefilm-48382/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-48382/similaire/
8 Mile,8 Mile,26 février 2003,1h 50min,"Drame,Musical",U.S.A.,"3,8",24920,521,Curtis Hanson,"Eminem,Kim Basinger,Mekhi Phifer,Brittany Murphy,Eugene Byrd,Omar Benson Miller,Taryn Manning,de'Angelo Wilson,Evan Jones,Michael Bell,Michael Shannon,Anthony Mackie,Xzibit,Abdul Salaam El Razzac,Paul Bates,Jennifer Kitchen,Mike Bell,Malik Barnhardt","Eminem,Jeff Bass,Luis Resto","A Detroit, en 1995, Jimmy Smith Jr. a des rêves plein la tête, mais il lui manque encore les mots pour les exprimer. Sa vie d'adolescent se déroule entre banlieue blanche et quarti",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/00/02/46/93/affiche.jpg,https://www.allocine.fr/film/fichefilm-41011/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-41011/similaire/
"Spirit, l'étalon des plaines",Spirit: Stallion of the Cimarron,9 octobre 2002,1h 23min,"Aventure,Animation,Famille",U.S.A.,"3,7",2999,178,,,,"L'étalon sauvage Spirit naît dans les plaines vierges de l'Ouest américain, aux premières années de la Conquête. Son enfance est tout entière placée sous le signe du jeu et de l'av",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/00/02/45/27/affiche.jpg,https://www.allocine.fr/film/fichefilm-42151/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-42151/similaire/
Panic Room,Panic Room,24 avril 2002,1h 53min,"Policier,Drame,Thriller",U.S.A.,"3,7",28137,663,David Fincher,"Jodie Foster,Kristen Stewart,Forest Whitaker,Jared Leto,Dwight Yoakam,Patrick Bauchau,Ann Magnuson,Andrew Kevin Walker,Paul Schulze,Paul Simon,Ian Buchanan,Mel Rodriguez,Nicole Kidman",Howard Shore,"Meg Altman, la trentaine, a très mal vécu la séparation avec son mari et angoisse à l'idée de devoir élever seule sa fille Sarah. Afin de commencer une nouvelle vie loin de ses cra",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/00/02/38/98/affpanic_room.jpg,https://www.allocine.fr/film/fichefilm-29202/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-29202/similaire/
Parle avec elle,Hable con ella,10 avril 2002,1h 52min,"Comédie,Drame,Romance",Espagne,"3,9",9680,212,Pedro Almodóvar,"Javier Cámara,Dario Grandinetti,Leonor Watling,Rosario Flores,Mariola Fuentes,Geraldine Chaplin,Pina Bausch,Caetano Veloso,Roberto Álvarez,Elena Anaya,Lola Dueñas,Adolfo Fernández,Ana Fernández,Chus Lampreave,Loles León,Fele Martínez,Helio Pedregal,José Sancho,Paz Vega,Carmen Machi,Agustín Almodóvar,Marisa Paredes,Fernando Guillén Cuervo,Cecilia Roth,José Maria Yazpik,Alejandro Tous,Juan Fernández",Alberto Iglesias,"Benigno, un jeune infirmier, et Marco, un écrivain d'une quarantaine d'années, se rendent, chacun de son côté, à un spectacle de Pina Bausch, Café Müller. Ils sont assis l'un à côt",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/00/02/43/02/affelle.jpg,https://www.allocine.fr/film/fichefilm-28629/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-28629/similaire/
Plus jamais,Enough,18 septembre 2002,1h 55min,"Drame,Thriller",U.S.A.,"2,6",1356,111,Michael Apted,"Jennifer Lopez,Billy Campbell,Juliette Lewis,Tessa Allen,Dan Futterman,Christopher Maher,Fred Ward,Noah Wyle,Bruce French,Bill Cobbs,Janet Carroll,Kerri Higuchi,Jeff Kober,Sandra Nelson,Louisa Abernathy,Brent Sexton,Victor McCay,James Noah,Margaret Emery,Leif Riddell,Lynne Marie Stewart,Ruben Madera,Dan Martin (II),Michael P. Byrne,Nikki Bokal,Brett Baxter Clark,Bruce A. Young",David Arnold,"Slim, une jeune serveuse, a toujours eu du mal à joindre les deux bouts, jusqu'à ce qu'elle épouse Mitch, un riche entrepreneur. Celle-ci vit dorénavant un véritable conte de fées,",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/00/02/51/56/affiche.jpg,https://www.allocine.fr/film/fichefilm-28999/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-28999/similaire/
Ken Park,Ken Park,8 octobre 2003,1h 35min,"Drame,Erotique","France,U.S.A.,Pays-Bas","2,8",4894,296,"Larry Clark,Edward Lachman","James Ransone,Tiffany Limos,Stephen Jasso,James Bullard,Shanie Calahan,Eddie Daniels,Adam Chubbuck,Bill Fagerbakke,Patricia Place,Amanda Plummer,Maeve Quinlan,Richard Riehle,Wade Williams (II),Harrison Young,Julio Oscar Mechoso",,"Un tableau provocant d'adolescents américains de classe moyenne qui trompent leur ennui avec du sexe, de la violence et de la perversion à Visalia, une petite ville de Californie. ",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/35/13/47/18362805.jpg,https://www.allocine.fr/film/fichefilm-47472/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-47472/similaire/
Infidèle,Unfaithful,5 juin 2002,2h 04min,"Drame,Thriller","France,U.S.A.,Allemagne","2,6",1117,86,Adrian Lyne,"Diane Lane,Richard Gere,Olivier Martinez,Michelle Monaghan,Michael Emerson,Chad Lowe,Erik Per Sullivan,Damon Gupton,Margaret Colin,John Rothman,Geoffrey Nauffts,Lisa Emery,Gary Basaraba,Zeljko Ivanek,Dominic Chianese,Kate Burton,Anne Pitoniak,Erich Anderson,Salem Ludwig,Myra Lucretia Taylor,William Abadie,Liza Colon-Zayas,Joseph Badalucco Jr.,Tyree Michael Simpson",Jan A.P. Kaczmarek,"Edward et Constance Sumner habitent dans la périphérie de New York une vaste demeure qui sent bon l'ordre et la sérénité. Ce lieu est à l'image de leur couple, si harmonieux qu'on ",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/00/02/45/76/infidele.jpg,https://www.allocine.fr/film/fichefilm-29166/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-29166/similaire/
8 femmes,8 femmes,6 février 2002,1h 51min,"Comédie,Policier,Musical",France,"3,4",19629,399,François Ozon,"Catherine Deneuve,Isabelle Huppert,Emmanuelle Béart,Fanny Ardant,Virginie Ledoyen,Danielle Darrieux,Ludivine Sagnier,Firmine Richard",Krishna Levy,"Dans les années cinquante, dans une grande demeure bourgeoise en pleine campagne, les gens sont sur le point de fêter Noël. Mais un drame se produit : le maître de maison est retro",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/00/02/39/97/aff8femmes.jpg,https://www.allocine.fr/film/fichefilm-32701/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-32701/similaire/
Les Disparues,The Missing,17 mars 2004,2h 17min,"Aventure,Thriller,Western",U.S.A.,"3,0",937,107,Ron Howard,"Tommy Lee Jones,Cate Blanchett,Evan Rachel Wood,Aaron Eckhart,Jay Tavare,Val Kilmer,Sergio Calderón,Steve Reevis,Ray McKinnon,Simon Baker (III),Max Perlich,Elisabeth Moss,Clint Howard,Brian Brown,Toby Holguin,Rance Howard,Scarlett McAlister,Arron Shiver,Eddie J. Fernandez,Jason Rodriguez,David Midthunder",James Horner,"En 1886, dans le Nouveau-Mexique, un père de famille tente de se réconcilier en vain avec Maggie Gilkeson, sa fille qu'il a abandonnée lorsqu'elle était plus jeune. Celle-ci a gran",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/15/99/18373040.jpg,https://www.allocine.fr/film/fichefilm-47977/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-47977/similaire/
Infernal affairs,Mou gaan dou,1 septembre 2004,1h 37min,"Policier,Drame,Thriller","Hong-Kong,Chine","4,1",9147,457,"Alan Mak,Andrew Lau","Tony Leung Chiu-Wai,Eric Tsang,Andy Lau,Anthony Wong Chau-Sang,Kelly Chen,Edison Chen,Sammi Cheng,Shawn Yue,Chapman To,Ka Tung Lam,Ting Yip Ng,Tony Ho,Courtney Wu",Kwong Wing Chan,"A Hong Kong, la police locale et une triade se livrent à une lutte impitoyable. Pour défendre ses intérêts, Sam, le parrain de la mafia, décide d’infiltrer Lau dans la police où il",https://fr.web.img2.acsta.net/c_310_420/pictures/22/01/24/12/00/3149218.jpg,https://www.allocine.fr/film/fichefilm-51123/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-51123/similaire/
