title,original_title,date,duration,categories,countries,star_rating,notes,reviews,directors,actors,composers,summary,url_thumbnail,url_reviews,url_similar_movies
Calendrier meurtrier,The January Man,19 juillet 1989,1h 37min,"Comédie,Policier",U.S.A.,"2,4",120,20,Pat O'Connor,"Kevin Kline,Susan Sarandon,Mary Elizabeth Mastrantonio,Harvey Keitel,Danny Aiello,Rod Steiger,Alan Rickman,Faye Grant",Marvin Hamlisch,Le maire de New York fait appel à un ex-policier pour enquêter sur un serial killer ayant étranglé onze femmes à leur domicile en onze mois...,https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/71/47/28/19135558.jpg,https://www.allocine.fr/film/fichefilm-34712/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-34712/similaire/
La Petite Sirène,The Little Mermaid,28 novembre 1990,1h 23min,"Animation,Famille,Comédie musicale",U.S.A.,"3,8",21700,252,,,,"Malgré l'interdiction de son père, le roi Triton, Ariel, la petite sirène, ne peut résister à la tentation d'aller à la rencontre d'un monde inconnu, celui des humains. Accompagnée",https://fr.web.img3.acsta.net/c_310_420/pictures/17/07/10/17/03/312097.jpg,https://www.allocine.fr/film/fichefilm-18115/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-18115/similaire/
Road House,Road House,3 janvier 1990,1h 54min,"Action,Thriller",U.S.A.,"3,1",1256,114,Rowdy Herrington,"Patrick Swayze,Kelly Lynch,Sam Elliott,Ben Gazzara,Marshall R. Teague,Julie Michaels,Red West,Sunshine Parker,Kevin Tighe,John Doe,Kathleen Wilhoite,Travis McKenna,Roger Hewlett,Gary Hudson,Terry Funk,Michael Rider,Anthony De Longis,Joe Unger,Tiny Ron,Keith David,Frank Noon,Patricia Tallman",Michael Kamen,"Dalton a toutes les qualifications requises pour avoir un boulot stable et une vie tranquille, mais il préfère vivre sa vie. Voilà pourquoi il se retrouve vigile au Double Deuce, u",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/69/16/57/19485835.jpg,https://www.allocine.fr/film/fichefilm-43641/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-43641/similaire/
La révolution française,La révolution française,octobre 1989,5h 24min,"Drame,Historique","Grande-Bretagne,Espagne,France,Italie,Allemagne,Canada","4,1",759,91,"Robert Enrico,Richard T. Heffron","Klaus Maria Brandauer,François Cluzet,Jean-François Balmer,Jane Seymour,Georges Corraface,Andrzej Seweryn,Marianne Basler,Peter Ustinov,Sam Neill,Claudia Cardinale,Vittorio Mezzogiorno,Jean-François Stévenin,Gabrielle Lazure,Michel Galabru,Michel Duchaussoy,Philippine Leroy-Beaulieu,Christopher Lee,Marc de Jonge,Jean Bouise,Marie Bunel,Dominique Pinon,Massimo Girotti,Christopher Thompson,Serge Dupire,Raymond Gérome,Jean-Yves Berteloot,Claude Aufaure,Anne Letourneau,Jacques Penot,Jean-Gabriel Nordmann",Georges Delerue,"L'histoire de la Révolution française en deux parties : la première partie regroupe les évènements de 1789 au 10 août 1792, quand le roi Louis XVI est jeté en prison, tandis que la",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/65/64/13/19180965.jpg,https://www.allocine.fr/film/fichefilm-31357/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-31357/similaire/
Noce blanche,Noce blanche,8 novembre 1989,1h 32min,Drame,France,"3,1",1134,93,Jean-Claude Brisseau,"Vanessa Paradis,Bruno Cremer,Ludmila Mikaël,François Négret,Jean Dasté,Veronique Silver,Philippe Tuin,Arnaud Goujon",Jean Musy,"Mathilde Tessier, une adolescente, tombe amoureuse de son professeur de philosophie, celui-ci possédant femme et maison charmante. Dans un premier temps, il répond à l'amour de son",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/73/93/19/19221783.jpg,https://www.allocine.fr/film/fichefilm-5118/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5118/similaire/
Kickboxer,Kickboxer,2 août 1989,1h 37min,"Action,Arts Martiaux",U.S.A.,"2,9",2092,161,"Mark DiSalle,David Worth","Jean-Claude Van Damme,Dennis Alexio,Dennis Chan,Michel Qissi,Haskell V. Anderson III,Rochelle Ashana,Steve Lee,Richard Foo,Tony Chan,Dean Harrington,Louis Roth,John Ladalski",Paul Hertzog,"Kurt Sloane souhaite venger son frère Eric, paralysé à vie par le terrifiant Tong Po lors d'un combat de kickboxing. Le souci, c'est que Kurt ne sait pas se battre. Il lui faudra a",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/66/37/72/19129183.jpg,https://www.allocine.fr/film/fichefilm-59194/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-59194/similaire/
Glory,Glory,25 avril 1990,2h 02min,"Drame,Historique,Guerre",U.S.A.,"3,9",1930,120,Edward Zwick,"Matthew Broderick,Cary Elwes,Denzel Washington,Morgan Freeman,Jihmi Kennedy,Andre Braugher,Donovan Leitch Jr.,John Finn,JD Cullum,Alan North,Bob Gunton,Cliff De Young,RonReaco Lee,Jay O. Sanders,Richard Riehle,Daniel Jenkins,Mark Margolis,Ethan Phillips",James Horner,"1863. La guerre de Sécession ravage les Etats-Unis. Le jeune Robert Gould Shaw est promu colonel du premier régiment de soldats noirs, engagés volontaires dans une guerre qu'ils cr",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/64/54/58/19254518.jpg,https://www.allocine.fr/film/fichefilm-5617/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5617/similaire/
Attache-moi !,¡Átame!,20 juin 1990,1h 40min,Comédie dramatique,Espagne,"3,4",1267,74,Pedro Almodóvar,"Victoria Abril,Antonio Banderas,Loles León,María Barranco,Rossy de Palma,Julieta Serrano,Francisco Rabal,Lola Cardona,Emiliano Redondo,Alberto Fernandez,José María Tasso,Angelina Llongueras,Manuel Bandera,Juana Cordero,Carlos García Cambero,Agustín Almodóvar,Alito Rodgers,Rodolfo Montero",Ennio Morricone,"Ricki, jeune homme amoureux de l'indifférente Marina, l'enlève, puis la séquestre pour lui démontrer son amour et provoquer chez elle, ce dont il est sûr, un sentiment amoureux vis",https://fr.web.img3.acsta.net/c_310_420/pictures/19/05/28/10/42/3842471.jpg,https://www.allocine.fr/film/fichefilm-81846/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-81846/similaire/
Do the Right Thing,Do the Right Thing,14 juin 1989,2h 00min,Drame,U.S.A.,"3,7",3547,120,Spike Lee,"Spike Lee,Danny Aiello,John Turturro,Richard Edson,Giancarlo Esposito,Samuel L. Jackson,Ossie Davis,Bill Nunn,John Savage,Ruby Dee,Martin Lawrence,Robin Harris,Joie Lee,Miguel Sandoval,Rick Aiello,Rosie Perez,Frank Vincent,Paul Benjamin,Steve White,Roger Guenveur Smith,Frankie Faison,Steve Park",Bill Lee,"À Brooklyn, c’est littéralement le jour le plus chaud de l’année. Mookie, un jeune afro-américain, est livreur à la pizzeria du quartier, tenue par Sal et ses deux fils, d’origine ",https://fr.web.img4.acsta.net/c_310_420/pictures/16/05/03/11/52/201209.jpg,https://www.allocine.fr/film/fichefilm-4834/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-4834/similaire/
"Hiver 54, l'abbé Pierre","Hiver 54, l'abbé Pierre",1 novembre 1989,1h 42min,Historique,France,"3,5",372,42,Denis Amar,"Lambert Wilson,Claudia Cardinale,Robert Hirsch,Bernie Bonvoisin,Antoine Vitez,Bernard Lefort,Maxime Leroux,Wladimir Yordanoff,Jacques Nolot,Sam Karmann,Philippe Leroy,Laurent Terzieff,Eric Métayer",Philippe Sarde,"1954, l'hiver est particulièrement rigoureux et neuf ans après la guerre, la priorité n'est pas au logement. Des sans-abris dorment dans la rue, alors que certains trouvent asile d",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/66/22/56/18920345.jpg,https://www.allocine.fr/film/fichefilm-31670/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-31670/similaire/
L'Arme fatale 2,Lethal Weapon 2,2 août 1989,1h 54min,"Action,Comédie,Policier",U.S.A.,"3,8",22394,326,Richard Donner,"Mel Gibson,Danny Glover,Joe Pesci,Joss Ackland,Derrick O'Connor,Patsy Kensit,Darlene Love,Traci Wolfe,Steve Kahan,Damon Hines,Ebonie Smith,Mark Rolston,Jenette Goldstein,Dean Norris,Juney Smith,Nestor Serrano,Philip Suriano,Grand L. Bush,Tony Carreiro,Pat Skipper,Paul Tuerpe,Sherman Howard,Danny Wynands,Jack McGee,Jim Piddock,Kenneth Tigar","Michael Kamen,Eric Clapton,David Sanborn",Le duo improbable de policiers est de retour ! Martin Riggs et Roger Murtaugh doivent protéger un ancien bandit qui a accepté de témoigner pour faire arrêter des dealers. Au fil de,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/62/88/29/18657265.jpg,https://www.allocine.fr/film/fichefilm-4930/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-4930/similaire/
Outrages,Casualties of War,10 janvier 1990,1h 53min,"Drame,Guerre",U.S.A.,"3,7",4414,193,Brian De Palma,"Michael J. Fox,Sean Penn,Don Harvey,John C. Reilly,John Leguizamo,Thuy Thu Le,Ving Rhames,Dale Dye,Sam Robards,Darren Burrows,Steve Larson,Vyto Ruginis,Sherman Howard,Jack Gwaltney,Dan Martin (II),Al Shannon,Wendell Pierce,Erik King,Holt McCallany,John Marshall Jones,Stephen Baldwin,Darren E. Burrows,Donal Gibson",Ennio Morricone,"1966, pendant la guerre du Vietnam. Eriksson, une jeune recrue, est sauvé de la mort par son commandant, le charismatique sergent Meserve. Quelques jours plus tard, le radio de l'e",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/79/09/29/19489405.jpg,https://www.allocine.fr/film/fichefilm-5273/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5273/similaire/
Né un 4 juillet,Born on the Fourth of July,21 février 1990,2h 25min,"Drame,Guerre",U.S.A.,"3,7",8664,194,Oliver Stone,"Tom Cruise,Raymond J. Barry,Caroline Kava,Josh Evans,Bryan Larkin,Willem Dafoe,Lili Taylor,Kyra Sedgwick,Jerry Levine,Frank Whaley,Ed Lauter,Tom Berenger,Jenna Von Oy,Stephen Baldwin,Dale Dye,John Getz,Jason Gedrick,William Baldwin,James LeGros,William Mapother,Rocky Carroll,David Herman,Bob Gunton,Vivica A. Fox,Mark Moses,Jake Weber,Holly Marie Combs,Mike Starr,Tom Sizemore",John Williams,"Evocation de la terrible experience de Ron Kovic, né un 4 juillet, jour de la fête nationale américaine, excellent citoyen, Marine et engagé volontaire au Viet-nam. Il fut blessé e",https://fr.web.img3.acsta.net/c_310_420/pictures/14/08/26/15/35/317753.jpg,https://www.allocine.fr/film/fichefilm-5455/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5455/similaire/
La Guerre des Rose,The War of the Roses,7 mars 1990,1h 57min,Comédie,U.S.A.,"3,5",2872,108,Danny DeVito,"Michael Douglas,Kathleen Turner,Sean Astin,Danny DeVito,Marianne Sägebrecht,Heather Fairfield,Peter Donat,G.D. Spradlin,Dan Castellaneta,Mary Fogarty,Gloria Cromwell",David Newman,"L'histoire d'un couple de yuppies, les Rose, qui, après une existence qu'ils pensaient heureuse et confortable, se retournent tout à coup l'un contre l'autre, n'ommettant aucune ba",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/68/14/10/19151183.jpg,https://www.allocine.fr/film/fichefilm-5494/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5494/similaire/
Always,Always,14 mars 1990,2h 04min,"Fantastique,Romance",U.S.A.,"3,2",1649,135,Steven Spielberg,"Richard Dreyfuss,Holly Hunter,Audrey Hepburn,Brad Johnson,John Goodman,Roberts Blossom,Keith David,Marg Helgenberger,Dale Dye,Brian Haley,James Lashly,Kim Robillard,Doug McGrath",John Williams,"Un as des ""pompiers volants"", Pete Sandich, pilote d'élite et casse-cou invétéré accepte, de devenir un ""rampant"" sur les instances de sa compagne. Il s'envole pour une ultime miss",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/96/67/05/20482472.jpg,https://www.allocine.fr/film/fichefilm-5501/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5501/similaire/
Jusqu'au bout du rêve,Field of Dreams,13 septembre 1989,1h 42min,"Comédie,Drame",U.S.A.,"3,5",484,48,Phil Alden Robinson,"Kevin Costner,Amy Madigan,Ray Liotta,Burt Lancaster,James Earl Jones,Gaby Hoffmann,Timothy Busfield,Dwier Brown,Frank Whaley,Kelly Coffield Park,Ben Affleck,Matt Damon",James Horner,"Dans l'Iowa, Ray Kinsella mène une paisible vie de fermier en compagnie de sa femme Annie et de leur fille Karin. Un soir, alors qu'il inspecte son champ, il entend une voix qui lu",https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/62/87/03/18656352.jpg,https://www.allocine.fr/film/fichefilm-4965/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-4965/similaire/
Valmont,Valmont,6 décembre 1989,2h 17min,"Drame,Historique,Romance","U.S.A.,France","3,2",874,77,Milos Forman,"Colin Firth,Annette Bening,Meg Tilly,Fairuza Balk,Siân Phillips,Jeffrey Jones,Henry Thomas,Fabia Drake,T.P. McKenna,Isla Blair,Ian McNeice,Aleta Mitchell,Ronald Lacey,Vincent Schiavelli,Sandrine Dumas,Sebastien Floche,Antony Carrick,Alain Frerot,Daniel Laloux,Christian Bouillette,John Arnold,Nils Tavernier,Yvette Petit",Neville Marriner,"Rien ne résiste aux entreprises de séduction de la Marquise de Merteuil et du Vicomte de Valmont. Ni la jeune vertu de Cécile de Volanges, ni la pruderie de la présidente de Tourve",https://fr.web.img3.acsta.net/c_310_420/pictures/16/05/02/12/41/075711.jpg,https://www.allocine.fr/film/fichefilm-5209/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5209/similaire/
Simetierre,Pet Sematary,17 janvier 1990,1h 42min,Epouvante-horreur,U.S.A.,"2,9",4724,224,Mary Lambert,"Dale Midkiff,Fred Gwynne,Denise Crosby,Brad Greenquist,Miko Hughes,Blaze Berdahl,Susan Blommaert,Kavi Raz,Mary Louise Wilson",Elliot Goldenthal,"La famille Creed quitte Chicago et vient s'installer dans les environs de Ludlow, une paisible bourgade du Maine. Leur maison jouxte un cimetière d'animaux familiers situé sur les ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/15/18/18967335.jpg,https://www.allocine.fr/film/fichefilm-5315/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-5315/similaire/
My Left Foot,My Left Foot: The Story of Christy Brown,4 avril 1990,1h 40min,Drame,"Grande-Bretagne,Irlande","3,9",832,51,Jim Sheridan,"Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Hugh O'Connor,Kirsten Sheridan,Ray McAnally,Cyril Cusack,Declan Croghan,Fiona Shaw,Adrian Dunbar,Phelim Drew,Ruth McCabe,Julie Hale",Elmer Bernstein,"Evocation de la vie de Christy Brown, peintre et ecrivain, frappe d'une paralysie spasmodique a la naissance, d'apres ses Memoires rediges en 1954.",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/66/61/92/19721190.jpg,https://www.allocine.fr/film/fichefilm-34581/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-34581/similaire/
Tango & Cash,Tango & Cash,28 mars 1990,1h 37min,"Action,Comédie,Policier",U.S.A.,"2,9",3451,184,"Andrey Konchalovsky,Albert Magnoli","Sylvester Stallone,Kurt Russell,Teri Hatcher,Jack Palance,Brion James,James Hong,Edward Bunker,Geoffrey Lewis,David Lea,Kristen Dalton,Robert Z'Dar,Lewis Arquette,Glenn Morshower",Harold Faltermeyer,"Ray Tango et Gabriel Cash sont deux super-flics, Tango dans le genre rital chic, Cash dans le genre yankee loubard. Mais ils ont un point commun : ils tapent sur les nerfs d'Yves P",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/65/65/68/19485811.jpg,https://www.allocine.fr/film/fichefilm-39822/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-39822/similaire/
"Charlie, mon héros",All Dogs Go to Heaven,28 mars 1990,1h 24min,"Aventure,Animation,Comédie,Famille","U.S.A.,Grande-Bretagne,Irlande","4,2",466,34,,,,"Charlie, un chien gangster avide de richesse, se fait tuer par Carcasse le bouledogue et son comparse Zigouille. Il se retrouve au Paradis mais parvient à revenir sur Terre grâce à",https://fr.web.img4.acsta.net/c_310_420/pictures/18/07/27/09/56/1456331.jpg,https://www.allocine.fr/film/fichefilm-43039/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-43039/similaire/
