title,original_title,date,duration,categories,countries,star_rating,notes,reviews,directors,actors,composers,summary,url_thumbnail,url_reviews,url_similar_movies
Un parfait inconnu,A Complete Unknown,29 janvier 2025,2h 20min,"Biopic,Drame,Musical",U.S.A.,"4,1",2978,358,James Mangold,"Timothée Chalamet,Edward Norton,Elle Fanning,Monica Barbaro,Boyd Holbrook,Dan Fogler,Norbert Leo Butz,Scoot McNairy,P.J. Byrne,Charlie Tahan,Eli Brown,Nick Pupo,Eric Berryman,David Alan Basche,Joe Tippett,James Austin Johnson,Eriko Hatsune,Arthur Langlie,Michael Chernus,Kayli Carter",,"New York, 1961. Alors que la scène musicale est en pleine effervescence et que la société est en proie à des bouleversements culturels, un énigmatique jeune homme de 19 ans débarqu",https://fr.web.img6.acsta.net/c_310_420/img/7b/09/7b09c04859a7716e5fc78882f2f4b530.jpg,https://www.allocine.fr/film/fichefilm-280195/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-280195/similaire/
Better Man,Better Man,22 janvier 2025,2h 16min,"Biopic,Musical",Grande-Bretagne,"4,2",1881,310,Michael Gracey,"Robbie Williams,Jonno Davies,Steve Pemberton,Damon Herriman,Raechelle Banno,Alison Steadman,Kate Mulvany,Frazer Hadfield,Tom Budge,Anthony Hayes,Karina Banno,Ben Hall,John Waters (II)",Batu Sener,"L'ascension du célèbre chanteur/compositeur britannique Robbie Williams. Devenu une star avec le Boy Band, Take That, dans les années 1990, ce dernier a peu à peu plongé dans les p",https://fr.web.img6.acsta.net/c_310_420/img/3d/6e/3d6eacd79d69e4c7f36fc2d6e2af2203.jpg,https://www.allocine.fr/film/fichefilm-290583/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-290583/similaire/
Je suis toujours là,Ainda Estou Aqui,15 janvier 2025,2h 15min,"Drame,Thriller","Brésil,France","4,2",2211,207,Walter Salles,"Fernanda Torres,Fernanda Montenegro,Selton Mello,Valentina Herszage,Maria Manoella,Luiza Kosovski,Marjorie Estiano,Bárbara Luz,Olívia Torres,Antonio Saboia,Dan Stulbach,Thelmo Fernandes,Humberto Carrão,Maeve Jinkings,Carla Ribas,Camila Márdila,Daniel Dantas,Charles Fricks,Helena Albergaria,Marcelo Varzea,Caio Horowicz,Maitê Padilha,Luiz Bertazzo,Lourinelson Vladmir",Warren Ellis,"Rio, 1971, sous la dictature militaire. La grande maison des Paiva, près de la plage, est un havre de vie, de paroles partagées, de jeux, de rencontres. Jusqu’au jour où des hommes",https://fr.web.img6.acsta.net/c_310_420/img/f1/a8/f1a878b912b2e9a130fc3263e521b0a2.jpg,https://www.allocine.fr/film/fichefilm-265940/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-265940/similaire/
Jouer avec le feu,Jouer avec le feu,22 janvier 2025,1h 58min,Drame,"France,Belgique","3,5",1847,285,"Delphine Coulin,Muriel Coulin","Vincent Lindon,Benjamin Voisin,Stefan Crepon,Maëlle Poesy,Béatrice Pérez,Sophie Guillemin,Édouard Sulpice,Arnaud Rebotini,Hugo Bariller,Thomas Arnaud",Pawel Mykietyn,"Pierre élève seul ses deux fils. Louis, le cadet, réussit ses études et avance facilement dans la vie. Fus, l’aîné, part à la dérive. Fasciné par la violence et les rapports de for",https://fr.web.img6.acsta.net/c_310_420/img/02/c2/02c28607beda37fdf319f91f48c08e71.jpg,https://www.allocine.fr/film/fichefilm-313778/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-313778/similaire/
Un ours dans le jura,Un ours dans le jura,1 janvier 2025,1h 53min,"Comédie,Thriller",France,"3,8",4677,965,Franck Dubosc,"Franck Dubosc,Laure Calamy,Benoît Poelvoorde,Joséphine de Meaux,Kim Higelin,Mehdi Meskar,Timéo Mahaut,Emmanuelle Devos,Louka Meliava,Jean-Louis Loca,Christophe Canard,Anne Le Ny,Boris Sirven",Sylvain Goldberg,"Michel et Cathy, un couple usé par le temps et les difficultés financières, ne se parle plus vraiment. Jusqu’au jour où Michel, pour éviter un ours sur la route, heurte une voiture",https://fr.web.img5.acsta.net/c_310_420/img/17/5f/175fbcee8f625ac212b06378b2d34435.jpg,https://www.allocine.fr/film/fichefilm-323570/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-323570/similaire/
Babygirl,Babygirl,15 janvier 2025,1h 54min,"Erotique,Thriller",U.S.A.,"2,4",1848,280,Halina Reijn,"Nicole Kidman,Harris Dickinson,Antonio Banderas,Sophie Wilde,Esther-Rose McGregor,Vaughan Reilly,Izabel Mar,John Cenatiempo,Leslie Silva,Anoop Desai,Victor Slezak,Maxwell Whittington-Cooper",Cristobal Tapia de Veer,"Romy, PDG d’une grande entreprise, a tout pour être heureuse : un mari aimant, deux filles épanouies et une carrière réussie. Mais un jour, elle rencontre un jeune stagiaire dans l",https://fr.web.img6.acsta.net/c_310_420/img/0f/3f/0f3f8ece7cfe8d3a8524359c6261475c.jpg,https://www.allocine.fr/film/fichefilm-323928/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-323928/similaire/
La Chambre d’à côté,The Room Next Door,8 janvier 2025,1h 47min,"Comédie,Comédie dramatique,Drame","Espagne,U.S.A.","3,8",3363,426,Pedro Almodóvar,"Tilda Swinton,Julianne Moore,John Turturro,Alessandro Nivola,Juan Diego Botto,Raúl Arévalo,Victoria Luengo,Alex Høgh Andersen,Esther-Rose McGregor,Melina Matthews,Anh Duong,Bobbi Salvor Menuez,Cristina Kovani",Alberto Iglesias,"Ingrid et Martha, amies de longue date, ont débuté leur carrière au sein du même magazine. Lorsqu’Ingrid devient romancière à succès et Martha, reporter de guerre, leurs chemins se",https://fr.web.img4.acsta.net/c_310_420/img/9d/53/9d53ba520423b0b6dc500e615cf8d09e.jpg,https://www.allocine.fr/film/fichefilm-326074/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-326074/similaire/
En fanfare,En fanfare,27 novembre 2024,1h 44min,"Comédie,Comédie dramatique,Drame",France,"4,3",7979,1363,Emmanuel Courcol,"Benjamin Lavernhe,Pierre Lottin,Sarah Suco,Jacques Bonnaffé,Clémence Massart,Anne Loiret,Mathilde Courcol-Rozès,Yvon Martin,Charlie Nelson,Marie-Josée Billet,Johnny Rasse,Ludmila Mikaël,Nathalie Desrumaux",Michel Petrossian,"Thibaut est un chef d’orchestre de renommée internationale qui parcourt le monde. Lorsqu’il apprend qu’il a été adopté, il découvre l’existence d’un frère, Jimmy, employé de",https://fr.web.img6.acsta.net/c_310_420/img/64/74/647422e028e4ec2074828047f69efa08.jpg,https://www.allocine.fr/film/fichefilm-314009/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-314009/similaire/
The Brutalist,The Brutalist,12 février 2025,3h 34min,Drame,"Grande-Bretagne,U.S.A.,Hongrie","4,1",673,123,Brady Corbet,"Adrien Brody,Felicity Jones,Guy Pearce,Joe Alwyn,Raffey Cassidy,Stacy Martin,Emma Laird,Isaach de Bankolé,Alessandro Nivola,Ariane Labed,Jonathan Hyde,Peter Polycarpou,Levente Orban,Benett Vilmányi,Jaymes Butler,Matt Devere,Peter Linka",Daniel Blumberg,"Fuyant l’Europe d’après-guerre, l’architecte visionnaire László Tóth arrive en Amérique pour y reconstruire sa vie, sa carrière et le couple qu’il formait avec sa femme Erzsébet, q",https://fr.web.img5.acsta.net/c_310_420/img/22/ab/22ab82f07f1f92122491ae6c19210277.jpg,https://www.allocine.fr/film/fichefilm-269838/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-269838/similaire/
Companion,Companion,29 janvier 2025,1h 37min,"Epouvante-horreur,Romance,Science Fiction,Thriller",U.S.A.,"3,6",1103,149,Drew Hancock,"Sophie Thatcher,Jack Quaid,Lukas Gage,Rupert Friend,Megan Suri,Harvey Guillen,Marc Menchaca,Woody Fu,Jaboukie Young-White",Hrishikesh Hirway,"Josh et Iris semblent incarner le couple parfait. Mais lors d’un week-end entre amis qui vire au drame, un secret bien gardé fait tout basculer…",https://fr.web.img3.acsta.net/c_310_420/img/4f/fe/4ffee73796c73bcc7b7f695ef6a18f61.jpg,https://www.allocine.fr/film/fichefilm-313075/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-313075/similaire/
5 septembre,September 5,5 février 2025,1h 35min,Drame,"Allemagne,U.S.A.","3,9",970,113,Tim Fehlbaum,"Peter Sarsgaard,John Magaro,Ben Chaplin,Leonie Benesch,Zinedine Soualem,Georgina Rich,Corey Johnson,Marcus Rutherford,Benjamin Walker,Ferdinand Dörfler (II),Rony Herman",Lorenz Dangel,"5 septembre nous replonge dans l’événement qui a changé le monde des médias à jamais et qui continue de résonner à l’heure où l’information, le direct et la maîtrise de l’antenne r",https://fr.web.img6.acsta.net/c_310_420/img/2b/3e/2b3e43141e574772c3773807af69ae36.jpg,https://www.allocine.fr/film/fichefilm-294689/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-294689/similaire/
Maria,Maria,5 février 2025,2h 03min,Biopic,"U.S.A.,Chili,Italie,Allemagne","3,4",797,168,Pablo Larraín,"Angelina Jolie,Pierfrancesco Favino,Alba Rohrwacher,Haluk Bilginer,Kodi Smit-McPhee,Stephen Ashfield,Valeria Golino,Caspar Phillipson,Vincent Macaigne,Philipp Droste,Alessandro Bressanello,Paul Spera",John Warhurst,"La vie de la plus grande chanteuse d’opéra du monde, Maria Callas, lors de ses derniers jours, en 1977, à Paris.",https://fr.web.img5.acsta.net/c_310_420/img/9f/3b/9f3b22aa6ece5208b801528245041e81.jpg,https://www.allocine.fr/film/fichefilm-309615/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-309615/similaire/
La Pampa,La Pampa,5 février 2025,1h 43min,Drame,France,"4,1",1297,269,Antoine Chevrollier,"Sayyid El Alami,Amaury Foucher,Damien Bonnard,Florence Janas,Artus,Léonie Dahan-Lamort,Mathieu Demy,Laëtitia Clément,Hadrien Heaulmé,Crystal Shepherd-Cross","Sacha Galperine,Evgueni Galperine","Willy et Jojo, deux ados inséparables, passent leur temps à chasser l’ennui dans un petit village au cœur de la France. Ils se sont fait une promesse : ils partiront bientôt pour l",https://fr.web.img6.acsta.net/c_310_420/img/e8/eb/e8ebe822aceda3fc71ca06da2d73fa95.jpg,https://www.allocine.fr/film/fichefilm-291594/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-291594/similaire/
Vol à haut risque,Flight Risk,22 janvier 2025,1h 31min,Action,U.S.A.,"2,2",624,105,Mel Gibson,"Mark Wahlberg,Michelle Dockery,Topher Grace,Monib Abhat,Paul Ben-Victor,Leah Remini,Monib Abhat,Savanah Joeckel",Antonio Pinto,"L'US Marshals Madelyn Harris est chargée d'escorter Winston, criminel et informateur, qui va témoigner contre un parrain de la mafia. Pendant leur voyage en avion, elle se méfie ra",https://fr.web.img6.acsta.net/c_310_420/img/9b/12/9b122c9169a57f55832a7c919c414af7.jpg,https://www.allocine.fr/film/fichefilm-316198/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-316198/similaire/
L'Amour au présent,We Live In Time,1 janvier 2025,1h 48min,"Comédie dramatique,Drame,Romance","Grande-Bretagne,France","3,8",2794,298,John Crowley,"Andrew Garfield,Florence Pugh,Aoife Hinds,Adam James,Grace Delaney,Lee Braithwaite,Douglas Hodge,Marama Corlett,Nikhil Parmar,Amy Morgan,Heather Craney,Kevin Brewer,Niamh Cusack,Lucy Briers,Robert Boulter,Kerry Godliman,Matt Kennard",Bryce Dessner,"Almut et Tobias voient leur vie à jamais bouleversée lorsqu'une rencontre accidentelle les réunit. Une romance profondément émouvante sur les instants qui nous changent, et ceux qu",https://fr.web.img4.acsta.net/c_310_420/img/c6/7d/c67d718699bb1158eace4179794b6861.jpg,https://www.allocine.fr/film/fichefilm-314383/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-314383/similaire/
La Pie voleuse,La Pie voleuse,29 janvier 2025,1h 41min,Drame,France,"3,6",616,122,Robert Guédiguian,"Ariane Ascaride,Jean-Pierre Darroussin,Gérard Meylan,Grégoire Leprince-Ringuet,Marilou Aussilloux,Lola Naymark,Robinson Stévenin,Thorvald Sondergaard",Michel Petrossian,"Maria n’est plus toute jeune et aide des personnes plus âgées qu’elle. Tirant le diable par la queue, elle ne se résout pas à sa précaire condition et, par-ci par-là, vole quelques",https://fr.web.img6.acsta.net/c_310_420/img/42/c6/42c6f777895d0e99eaf4ff97b45f9216.jpg,https://www.allocine.fr/film/fichefilm-320510/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-320510/similaire/
Le Quatrième mur,Le Quatrième mur,15 janvier 2025,1h 56min,Drame,"France,Luxembourg,Belgique","4,0",567,112,David Oelhoffen,"Laurent Lafitte,Simon Abkarian,Manal Issa,Bernard Bloch,Tarek Yaacoub,Nasri Sayegh,Pio Chahine,Elie Njeim","Jerome Reuter,Tom Gatti","Liban, 1982. Pour respecter la promesse faite à un vieil ami, Georges se rend à Beyrouth pour un projet aussi utopique que risqué : mettre en scène Antigone afin de voler un moment",https://fr.web.img5.acsta.net/c_310_420/img/db/65/db655098ce6630f82a5d019dd0325126.jpg,https://www.allocine.fr/film/fichefilm-267468/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-267468/similaire/
Jane Austen a gâché ma vie,Jane Austen a gâché ma vie,22 janvier 2025,1h 34min,Comédie dramatique,France,"3,6",614,113,Laura Piani,"Camille Rutherford,Pablo Pauly,Charlie Anson,Annabelle Lengronne,Liz Crowther,Alan Fairbairn,Lola Peploe,Alice Butaud,Roman Angel,Frederick Wiseman,Pierre-François Garel",Peter Von Poehl,Agathe a autant de charme que de contradictions. Elle est célibataire mais rêve d’une histoire d’amour digne des romans de Jane Austen. Elle est libraire mais rêve d’être écrivain.,https://fr.web.img5.acsta.net/c_310_420/img/a6/24/a624003df6d8a7976c57221bf7f67a6f.jpg,https://www.allocine.fr/film/fichefilm-321488/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-321488/similaire/
Emilia Pérez,Emilia Pérez,21 août 2024,2h 10min,"Drame,Comédie musicale,Thriller","France,Mexique","4,2",9345,943,Jacques Audiard,"Zoe Saldana,Karla Sofía Gascón,Selena Gomez,Adriana Paz,Édgar Ramírez,Mark Ivanir,Eduardo Aladro,Emiliano Hasan Jalil,Stéphane Ly-Cuong,Anabel Lopez,James Gerard,Cyrus Khodaveisi,Yohan Levy,Eric Geynes","Camille,Clément Ducol","Surqualifiée et surexploitée, Rita use de ses talents d’avocate au service d’un gros cabinet plus enclin à blanchir des criminels qu’à servir la justice. Mais une porte de sortie i",https://fr.web.img6.acsta.net/c_310_420/img/bf/98/bf982c02ee39e172a259a3face755554.jpg,https://www.allocine.fr/film/fichefilm-304508/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-304508/similaire/
Mufasa : Le Roi Lion,Mufasa: The Lion King,18 décembre 2024,1h 58min,"Aventure,Animation,Famille,Musical",U.S.A.,"3,8",3244,500,,,,"Rafiki raconte à la jeune lionne Kiara - la fille de Simba et Nala – la légende de Mufasa. Il est aidé en cela par Timon et Pumbaa, dont les formules choc sont désormais bien connu",https://fr.web.img6.acsta.net/c_310_420/img/f5/f2/f5f2447c4246e42eb3e69040605d7cf1.jpg,https://www.allocine.fr/film/fichefilm-286777/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-286777/similaire/
Wolf Man,Wolf Man,15 janvier 2025,1h 42min,"Epouvante-horreur,Thriller",U.S.A.,"2,5",795,138,Leigh Whannell,"Christopher Abbott,Julia Garner,Matilda Firth,Sam Jaeger,Ben Prendergast,Benedict Hardie,Milo Cawthorne,Beatriz Romilly",Benjamin Wallfisch,"Après un évènement traumatisant, Blake quitte San Francisco pour retourner au fin fond de son Oregon natal et vivre dans sa maison d'enfance. C’est l’occasion pour lui de faire une",https://fr.web.img2.acsta.net/c_310_420/img/dc/f9/dcf9ee537fa030a222e231363c339f6f.jpg,https://www.allocine.fr/film/fichefilm-194952/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-194952/similaire/
Le Dossier Maldoror,Le Dossier Maldoror,15 janvier 2025,2h 35min,"Policier,Drame,Thriller","Belgique,France","3,7",861,131,Fabrice Du Welz,"Anthony Bajon,Alba Gaia Bellugi,Alexis Manenti,Sergi López,Laurent Lucas,David Murgia,Béatrice Dalle,Lubna Azabal,Jackie Berroyer,Mélanie Doutey,Félix Maritaud,Guillaume Duhesme",Vincent Cahay,"Belgique, 1995. La disparition inquiétante de deux jeunes filles bouleverse la population et déclenche une frénésie médiatique sans précédent. Paul Chartier, jeune gendarme idéalis",https://fr.web.img3.acsta.net/c_310_420/img/45/be/45be3206c8a55baeda14ce6ec0321476.jpg,https://www.allocine.fr/film/fichefilm-303479/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-303479/similaire/
Vingt dieux,Vingt dieux,11 décembre 2024,1h 30min,Drame,France,"4,0",4239,485,Louise Courvoisier,"Clément Faveau,Maïwène Barthèlemy,Luna Garret,Mathis Bernard,Dimitry Baudry,Armand Sancey Richard,Lucas Marillier,Isabelle Courajeot","Charlie Courvoisier,Linda Courvoisier","Totone, 18 ans,  passe le plus clair de son temps à boire des bières et écumer les bals du Jura avec sa bande de potes.  Mais la réalité le rattrape :  il doit s’occuper de sa peti",https://fr.web.img6.acsta.net/c_310_420/img/7e/0c/7e0c02a6ff88b09f1f75bf6aa1117975.jpg,https://www.allocine.fr/film/fichefilm-311910/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-311910/similaire/
Conclave,Conclave,4 décembre 2024,2h 00min,Thriller,Grande-Bretagne,"3,9",6497,745,Edward Berger,"Ralph Fiennes,Stanley Tucci,Isabella Rossellini,John Lithgow,Carlos Diehz,Lucian Msamati,Brían F. O'Byrne,Merab Ninidze,Sergio Castellitto,Thomas Loibl,Jacek Koman,Joseph Mydell,Rony Kramer,Garrick Hagon,Madhav Sharma,Loris Loddi,Roberto Citran,Romuald Andrzej Klos,Willie Jonah",Volker Bertelmann,"Quand le pape décède de façon inattendue et mystérieuse, le cardinal Lawrence se retrouve en charge d’organiser la sélection de son successeur. Alors que les machinations politique",https://fr.web.img2.acsta.net/c_310_420/img/49/3b/493b675678d0a26dbcbd3c3982975af4.jpg,https://www.allocine.fr/film/fichefilm-304895/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-304895/similaire/
Mémoires d’un escargot,Memoir of a Snail,15 janvier 2025,1h 34min,"Animation,Drame",Australie,"4,2",815,105,,,,"À la mort de son père, la vie heureuse et marginale de Grace Pudel, collectionneuse d’escargots et passionnée de lecture, vole en éclats. Arrachée à son frère jumeau Gilbert, elle ",https://fr.web.img2.acsta.net/c_310_420/img/59/d7/59d78bb5da8488688593fc3814cddce4.jpg,https://www.allocine.fr/film/fichefilm-326680/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-326680/similaire/
Sing Sing,Sing Sing,29 janvier 2025,1h 47min,Drame,U.S.A.,"3,9",471,60,Greg Kwedar,"Colman Domingo,Clarence Maclin,Sean San Jose,Jon-Adrian Velazquez,Sean Dino Johnson,Paul Raci,Sean Dino Johnson,Patrick Griffin (II),Sharon Washington,Johnny Simmons","Bryce Dessner,Abraham Alexander,Adrian Quesada","Incarcéré à la prison de Sing Sing pour un crime qu’il n’a pas commis, Divine G se consacre corps et âme à l’atelier théâtre réservé aux détenus. À la surprise générale, l’un des c",https://fr.web.img4.acsta.net/c_310_420/img/21/9d/219d706206853b5250cf263c1d1c8a56.jpg,https://www.allocine.fr/film/fichefilm-318490/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-318490/similaire/
Nosferatu,Nosferatu,25 décembre 2024,2h 12min,Epouvante-horreur,U.S.A.,"3,3",3234,441,Robert Eggers,"Lily-Rose Depp,Nicholas Hoult,Bill Skarsgård,Aaron Taylor-Johnson,Willem Dafoe,Emma Corrin,Ralph Ineson,Simon McBurney,Gregory Gudgeon,Curtis Matthew,Claudiu Trandafir,Karel Dobrý,Jan Filipensky",Robin Carolan,"Nosferatu est une fable gothique, l’histoire d’une obsession entre une jeune femme tourmentée et le terrifiant vampire qui s’en est épris, avec toute l’horreur qu’elle va répandre ",https://fr.web.img3.acsta.net/c_310_420/img/c2/9d/c29d5399c46015e461fec21f990fe294.jpg,https://www.allocine.fr/film/fichefilm-239839/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-239839/similaire/
Presence,Presence,5 février 2025,1h 25min,"Epouvante-horreur,Thriller",U.S.A.,"2,8",431,76,Steven Soderbergh,"Lucy Liu,Chris Sullivan,Callina Liang,Eddy Maday,West Mulholland,Julia Fox,Natalie Woolams-Torres,Lucas Papaelias",Zack Ryan,"Une famille emménage dans une nouvelle maison, où une mystérieuse présence hante les lieux.",https://fr.web.img3.acsta.net/c_310_420/img/50/3a/503ab593367e0e29a7cc421e265be09e.jpg,https://www.allocine.fr/film/fichefilm-317270/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-317270/similaire/
L'Amour ouf,L'Amour ouf,16 octobre 2024,2h 40min,"Comédie,Romance,Thriller","Belgique,France","4,1",13650,2385,Gilles Lellouche,"Adèle Exarchopoulos,François Civil,Mallory Wanecque,Malik Frikah,Alain Chabat,Benoît Poelvoorde,Vincent Lacoste,Jean-Pascal Zadi,Élodie Bouchez,Karim Leklou,Raphaël Quenard,Anthony Bajon,Nicolas Wanczycki,Jack Claudany,Johann Dionnet",Jon Brion,"Les années 80, dans le nord de la France.",https://fr.web.img5.acsta.net/c_310_420/img/a8/3e/a83e4496e4b525082f93cc758a6d4a64.jpg,https://www.allocine.fr/film/fichefilm-221617/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-221617/similaire/
Le Comte de Monte-Cristo,Le Comte de Monte-Cristo,28 juin 2024,2h 58min,"Aventure,Historique",France,"4,5",28528,4277,"Matthieu Delaporte,Alexandre De La Patellière","Pierre Niney,Bastien Bouillon,Anaïs Demoustier,Anamaria Vartolomei,Laurent Lafitte,Pierfrancesco Favino,Patrick Mille,Vassili Schneider,Julien De Saint-Jean,Julie de Bona,Adèle Simphal,Stéphane Varupenne,Bruno Raffaelli,Abdé Maziane,Oscar Lesage,Marie Narbonne,Françoise Gazio,Olivier Le Montagner",Jérôme Rebotier,"Victime d’un complot, le jeune Edmond Dantès est arrêté le jour de son mariage pour un crime qu’il n’a pas commis. Après quatorze ans de détention au château d’If, il parvient à s’",https://fr.web.img4.acsta.net/c_310_420/img/29/eb/29eb8341475fdb0b19b1d7b995b70e17.jpg,https://www.allocine.fr/film/fichefilm-288404/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-288404/similaire/
Brûle le sang,Brûle le sang,22 janvier 2025,1h 49min,Thriller,"France,Belgique,Géorgie,Autriche","3,9",498,155,Akaki Popkhadze,"Nicolas Duvauchelle,Florent Hill,Denis Lavant,Sandor Funtek,Finnegan Oldfield,Ia Shugliashvili,Jean-Philippe Ricci,Temiko Chichinadze,Arben Bajraktaraj,Nassim Bouguezzi",Guillaume Ferran,"Dans les quartiers populaires de Nice, un pilier de la communauté géorgienne locale se fait assassiner. Son fils Tristan, qui aspire à devenir prêtre orthodoxe, se retrouve seul av",https://fr.web.img6.acsta.net/c_310_420/img/68/8f/688fad295756767d863a4a8c071978b5.jpg,https://www.allocine.fr/film/fichefilm-288554/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-288554/similaire/
Mon gâteau préféré,Keyke mahboobe man,5 février 2025,1h 36min,"Comédie dramatique,Drame,Romance","Iran,France,Suède,Allemagne","4,0",382,60,"Maryam Moghadam,Behtash Sanaeeha","Lili Farhadpour,Esmaeel Mehrabi,Mansoore Ilkhani,Soraya Orang,Homa Mottahedin,Sima Esmaeili,Aman Rahimi,Azim Mashhadi",,"Mahin a 70 ans et vit seule à Téhéran. Bravant tous les interdits, elle décide de réveiller sa vie amoureuse et provoque une rencontre avec Faramarz, chauffeur de taxi. Leur soirée",https://fr.web.img3.acsta.net/c_310_420/img/2a/29/2a297c63dfe1f721eafea530bdffde5c.jpg,https://www.allocine.fr/film/fichefilm-325890/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-325890/similaire/
Une nuit au zoo,Night Of The Zoopocalypse,29 janvier 2025,1h 31min,"Aventure,Animation,Comédie,Famille","Canada,France,Belgique,U.S.A.","2,5",110,42,,,,"Une nuit, une météorite s'écrase sur le zoo de Colepepper, libérant un virus qui transforme les animaux en mutants zombies baveux ! Gracie, une jeune louve excentrique, s'associe a",https://fr.web.img5.acsta.net/c_310_420/img/b4/64/b4641e64e7317bec7286462fe922635f.jpg,https://www.allocine.fr/film/fichefilm-321611/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-321611/similaire/
The Substance,The Substance,6 novembre 2024,2h 20min,"Drame,Epouvante-horreur","U.S.A.,Grande-Bretagne,France","3,7",6957,1093,Coralie Fargeat,"Demi Moore,Margaret Qualley,Dennis Quaid,Hugo Diego Garcia,Gore Abrams,Matthew Géczy,Phillip Schurer,Olivier Raynal,Tiffany Hofstetter,Tom Morton,Daniel Knight,Vincent Colombe,Oscar Lesage,Robin Greer",Raffertie,Avez-vous déjà rêvé d’une meilleure version de vous-même ? Vous devriez essayer ce nouveau produit :,https://fr.web.img6.acsta.net/c_310_420/img/dc/5e/dc5e71f5a015d5d24f0135ee600ac27b.jpg,https://www.allocine.fr/film/fichefilm-300680/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-300680/similaire/
Hiver à Sokcho,Hiver à Sokcho,8 janvier 2025,1h 45min,Drame,"France,Corée du Sud","3,8",836,156,Koya Kamura,"Roschdy Zem,Bella Kim,Park Mi-hyeon,Tae-ho Ryu,Doyu Gong,Kyung-soon Jung",Delphine Malaussena,"A Sokcho, petite ville balnéaire de Corée du Sud, Soo-Ha, 23 ans, mène une vie routinière, entre ses visites à sa mère, marchande de poissons, et sa relation avec son petit ami, Ju",https://fr.web.img6.acsta.net/c_310_420/img/04/d7/04d71113c83535c44e8924e6e948275c.jpg,https://www.allocine.fr/film/fichefilm-304409/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-304409/similaire/
Sonic 3 - le film,Sonic The Hedgehog 3,25 décembre 2024,1h 49min,"Aventure,Animation",U.S.A.,"3,6",1693,239,Jeff Fowler,"Jim Carrey,Tika Sumpter,James Marsden,Lee Majdoub,Krysten Ritter,Adam Pally,Natasha Rothwell,Shemar Moore,Alyla Browne,Tom Butler,Jorma Taccone,Sofia Pernas,Cristo Fernández",Tom Holkenborg,"Sonic, Knuckles et Tails se retrouvent face à un nouvel adversaire, Shadow, mystérieux et puissant ennemi aux pouvoirs inédits. Dépassée sur tous les plans, la Team Sonic va devoir",https://fr.web.img2.acsta.net/c_310_420/img/85/e7/85e77c51c172da4aec13679210295a11.jpg,https://www.allocine.fr/film/fichefilm-300949/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-300949/similaire/
Bird,Bird,1 janvier 2025,1h 58min,Drame,"France,Grande-Bretagne,U.S.A.,Allemagne","3,8",1353,144,Andrea Arnold,"Barry Keoghan,Franz Rogowski,Nykiya Adams,Jason Buda,James Nelson-Joyce,Jasmine Jobson,Frankie Box,Rhys Yates",,"À 12 ans, Bailey vit avec son frère Hunter et son père Bug, qui les élève seul dans un squat au nord du Kent. Bug n’a pas beaucoup de temps à leur consacrer et Bailey, qui approche",https://fr.web.img4.acsta.net/c_310_420/img/96/58/9658743ee8bd0c8a4535fee33e11947e.jpg,https://www.allocine.fr/film/fichefilm-316459/critiques/spectateurs/,https://www.allocine.fr/film/fichefilm-316459/similaire/
